"Work","Chapter","Verse","Version","Script" 
"Gal","03","11","02TZ","μανθάνω@vdaa2p ὅτι@cs ὁ@dnms δίκαιος@annmsn ἐκ@pg πίστις@ngfsc ζάω@vifm3s" 
"Gal","03","10","02TZ","ὅσος@rrnmp γάρ@cc ὑπό@pa νόμος@namsc ὑπό@pa κατάρα@nafsc εἰμί@vipa3p" 
"Gal","03","12","02TZ","ὁ@dnms δέ@cc ποιέω@vpaanms αὐτός@rpanp ζάω@vifm3s ἐν@pd αὐτός@rpdnp" 
"Gal","03","13","02TZ","[Χριστός@nnmsp ἐγώ@rpa-p ἐξαγοράζω@viaa3s ἐκ@pg ὁ@dgfs κατάρα@ngfsc ὁ@dgms νόμος@ngmsc γίνομαι@vpamnms ὑπέρ@pg ἐγώ@rpg-p κατάρα@nnfsc ὅτι@cs γράφω@vixp3s ἐπικατάρατος@annmsn πᾶς@ainmsn ὁ@dnms κρεμάννυμι@vpppnms ἐπί@pg ξύλον@ngnsc]" 
"Gal","03","14b","02TZ","(λαμβάνω@viaa1p) [] οὖν@cc ὁ@dafs πνευματικός@anafsn εὐλογία@nafsc διά@pg ὁ@dgfs πίστις@ngfsc" 
"Gal","03","26","02TZ","πᾶς@ainmpn γάρ@cc υἱός@nnmpc εἰμί@vipa2p ὁ@dgfs πίστις@ngfsc" 
"Gal","04","01","02TZ","[λέγω@vipa1s δέ@cc ἐπί@pa ὅσος@aramsn χρόνος@namsc ὁ@dnms κληρονόμος@nnmsc νήπιος@annmsn εἰμί@vipa3s οὐδείς@rians διαφέρω@vipa3s δοῦλος@ngmsc κύριος@nnmsc πᾶς@aignpn εἰμί@vppanms]" 
"Gal","04","02","02TZ","[ἀλλά@cc ὑπό@pa ἐπίτροπος@nampc εἰμί@vipa3s καί@cc οἰκονόμος@nampc ἄχρι@pg ὁ@dgfs προθεσμία@ngfsc ὁ@dgms πατήρ@ngmsc]" 
"Gal","04","03","02TZ","ἔτι@b κατά@pa ἄνθρωπος@namsc λέγω@vipa1s ὅτε@cs εἰμί@viia1p νήπιος@annmpn ὑπό@pa ὁ@danp στοιχεῖον@nanpc ὁ@dgms κόσμος@ngmsc εἰμί@viia1p τίθημι@vpxpnmp εἰς@pa ὁ@dans δουλεύω@vnaa αὐτός@rpdnp" 
"Gal","04","04","02TZ","ὅτε@cs δέ@cc γίνομαι@viam3s πληρόω@vnpp ὁ@dams χρόνος@namsc ἀποστέλλω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dams υἱός@namsc αὐτός@rpgms" 
"Gal","04","05","02TZ","[ἵνα@cs ὁ@damp ὑπό@pa νόμος@namsc ἐξαγοράζω@vsaa3s ἵνα@cs εἰς@pa υἱοθεσία@nafsc ἀπολαμβάνω@vsaa1p]" 
"Gal","04","06","02TZ","ὅτι@cs οὖν@cc () εἰμί@vipa1p υἱός@nnmpc θεός@ngmsc ἀποστέλλω@viaa3s ὁ@dans πνεῦμα@nansc αὐτός@rpgms () [εἰς@pa ὁ@dafp καρδία@nafpc ἐγώ@rpg-p κράζω@vppaans ἀββά@nvmsc ὁ@dnms πατήρ@nnmsc]" 
"Gal","04","08","02TZ","εἰ@cs οὖν@cc ὁ@ddmp ἐν@pd ὁ@ddfs φύσις@ndfsc εἰμί@vppadmp θεός@ndmpc δουλεύω@vipa2p" 
"Gal","04","09b","02TZ","πῶς@b ἐπιστρέφω@vipa2p πάλιν@b [ἐπί@pa ὁ@danp ἀσθενής@ananpn καί@cc πτωχός@ananpn στοιχεῖον@nanpc ὅς@rrdnp πάλιν@b ἄνωθεν@b δουλεύω@vnpa θέλω@vipa2p]" 
"Gal","04","10","02TZ","[ἡμέρα@nafpc παρατηρέω@vipm2p καί@cc μήν@nampc καί@cc καιρός@nampc καί@cc ἐνιαυτός@nampc;]" 
"Gal","04","22","02TZ","[γράφω@vixp3s γάρ@cc ὅτι@cs Ἀβραάμ@nnmsp δύο@acampn υἱός@nampc ἔχω@viaa3s εἷς@acamsn ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc καί@cc εἷς@acamsn ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn]" 
"Gal","04","23","02TZ","[ἀλλά@cc ὁ@dnms μέν@x ἐκ@pg ὁ@dgfs παιδίσκη@ngfsc κατά@pa σάρξ@nafsc γεννάω@vixp3s ὁ@dnms δέ@cc ἐκ@pg ὁ@dgfs ἐλεύθερος@angfsn διά@pg ὁ@dgfs ἐπαγγελία@ngfsc]" 
"Gal","04","24","02TZ","[ὅστις@rrnnp εἰμί@vipa3s ἀλληγορέω@vpppnnp οὗτος@rdnfp γάρ@cc εἰμί@vipa3p] δύο@acnfpn διαθήκη@nnfpc εἷς@acnfsn μέν@x ἀπό@pg ὄρος@ngnsc Σινᾶ@ngnsp εἰς@pa ὁ@dafs συναγωγή@nafsc ὁ@dgmp Ἰουδαῖος@angmpn κατά@pa ὁ@dams νόμος@namsc γεννάω@vppanfs εἰς@pa δουλεία@nafsc" 
"Eph","01","21","02TZ","εἷς@acnfsn (ἄλλος@ainfsn ἕτερος@ainfsn) δέ@cc ὑπεράνω@pg πᾶς@aigfsn ἀρχή@ngfsc καί@cc δύναμις@ngfsc καί@cc ἐξουσία@ngfsc καί@cc πᾶς@aignsn ὄνομα@ngnsc ὀνομάζω@vpppgns οὐ@b μόνος@b ἐν@pd ὁ@ddms αἰών@ndmsc οὗτος@rddms ἀλλά@cc καί@b ἐν@pd ὁ@ddms μέλλω@vppadms" 
"Gal","04","26","02TZ","ὅστις@rrnfs εἰμί@vipa3s μήτηρ@nnfsc ἐγώ@rpg-p γεννάω@vppanfs εἰς@pa ὅς@rrafs ἐπαγγέλλομαι@viam1p ἅγιος@anafsn ἐκκλησία@nafsc" 
"Gal","04","31","02TZ","[διό@cc ἀδελφός@nvmpc οὐ@b εἰμί@vipa1p παιδίσκη@ngfsc τέκνον@nnnpc ἀλλά@cc ὁ@dgfs ἐλεύθερος@angfsn]" 
"Gal","05","01","02TZ","ὅς@rrdfs ἐλευθερία@ndfsc Χριστός@nnmsp ἐγώ@rpa-p ἐλευθερόω@viaa3s [στήκω@vdpa2p οὖν@cc καί@cc μή@x πάλιν@b ζυγός@ndmsc δουλεία@ngfsc ἐνέχω@vdpp2p]" 
"Gal","05","03","02TZ","μαρτύρομαι@vipm1s δέ@cc πάλιν@b ὅτι@cs ἄνθρωπος@nnmsc περιτέμνω@vpxpnms ὀφειλέτης@nnmsc εἰμί@vipa3s ὅλος@anamsn ὁ@dams νόμος@namsc πληρόω@vnaa" 
"Gal","05","06","02TZ","[ἐν@pd γάρ@cc Χριστός@ndmsp Ἰησοῦς@ndmsp οὔτε@cc περιτομή@nnfsc τὶς@rians ἰσχύω@vipa3s οὔτε@cc ἀκροβυστία@nnfsc ἀλλά@cc πίστις@nnfsc] διά@pg ἀγάπη@ngfsc (πληρόω@vppmnfs)" 
"Gal","05","09","02TZ","[μικρός@annfsn ζύμη@nnfsc ὅλος@anansn] ὁ@dans φύραμα@nansc δολόω@vipa3s" 
"Gal","05","10","02TZ","[ἐγώ@rpn-s πείθω@vixa1s εἰς@pa σύ@rpa-p ἐν@pd κύριος@ndmsc ὅτι@cs οὐδείς@rians ἄλλος@aiansn φρονέω@vifa2p ὁ@dnms δέ@cc ταράσσω@vppanms σύ@rpa-p βαστάζω@vifa3s ὁ@dans κρίμα@nansc ὅστις@rrnms ἐάν@x εἰμί@vspa3s]" 
"Gal","05","12","02TZ","[ὄφελον@x καί@b ἀποκόπτω@vifm3p ὁ@dnmp ἀναστατόω@vppanmp σύ@rpa-p]" 
"Gal","05","14","02TZ","ὁ@dnms γάρ@cc πᾶς@ainmsn νόμος@nnmsc ἐν@pd σύ@rpd-p πληρόω@vixp3s ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams" 
"Gal","05","19","02TZ","[φανερός@annnpn δέ@cc εἰμί@vipa3s ὁ@dnnp ἔργον@nnnpc ὁ@dgfs σάρξ@ngfsc ὅστις@rrnnp εἰμί@vipa3s πορνεία@nnfsc ἀκαθαρσία@nnfsc ἀσέλγεια@nnfsc]" 
"Gal","05","20","02TZ","[εἰδωλολατρία@nnfsc φαρμακεία@nnfsc ἔχθρα@nnfpc ἔρις@nnfsc ζῆλος@nnmsc θυμός@nnmpc ἐριθεία@nnfpc διχοστασία@nnfpc αἵρεσις@nnfpc]" 
"Gal","05","21","02TZ","[μέθη@nnfpc κῶμος@nnmpc ὅς@rranp προλέγω@vipa1s σύ@rpd-p] καθώς@cs καί@b προλέγω@viaa1s [ὅτι@cs ὁ@dnmp ὁ@danp τοιοῦτος@adanpn πράσσω@vppanmp βασιλεία@nafsc θεός@ngmsc οὐ@b κληρονομέω@vifa3p]" 
"Gal","05","24","02TZ","[ὁ@dnmp δέ@cc ὁ@dgms Χριστός@ngmsp ὁ@dafs σάρξ@nafsc σταυρόω@viaa3p σύν@pd ὁ@ddnp πάθημα@ndnpc καί@cc ὁ@ddfp ἐπιθυμία@ndfpc]" 
"Gal","06","02","02TZ","[ἀλλήλων@regmp ὁ@danp βάρος@nanpc βαστάζω@vdpa2p καί@cc οὕτω@b] ἀναπληρόω@vifa2p [ὁ@dams νόμος@namsc ὁ@dgms Χριστός@ngmsp]" 
"Gal","06","06","02TZ","[κοινωνέω@vdpa3s δέ@cc ὁ@dnms κατηχέω@vpppnms ὁ@dams λόγος@namsc ὁ@ddms κατηχέω@vppadms ἐν@pd πᾶς@aidnpn ἀγαθός@andnpn]" 
"Gal","06","07","02TZ","πλανάω@vipp2p [θεός@nnmsc οὐ@b μυκτηρίζω@vipp3s ὅς@rrans γάρ@cc ἐάν@x σπείρω@vsaa3s ἄνθρωπος@nnmsc οὗτος@rdans καί@b θερίζω@vifa3s]" 
"Gal","06","08","02TZ","[ὅτι@cs ὁ@dnms σπείρω@vppanms εἰς@pa ὁ@dafs σάρξ@nafsc ἑαυτοῦ@rxgms ἐκ@pg ὁ@dgfs σάρξ@ngfsc θερίζω@vifa3s φθορά@nafsc ὁ@dnms δέ@cc σπείρω@vppanms εἰς@pa ὁ@dans πνεῦμα@nansc ἐκ@pg ὁ@dgns πνεῦμα@ngnsc θερίζω@vifa3s ζωή@nafsc αἰώνιος@anafsn]" 
"Gal","06","09","02TZ","[ὁ@dans δέ@cc καλός@anansn ποιέω@vppanmp μή@x ἐγκακέω@vspa1p καιρός@ndmsc γάρ@cc ἴδιος@andmsn θερίζω@vifa1p μή@x ἐκλύω@vpppnmp]" 
"Gal","06","10","02TZ","[ἄρα@x οὖν@cc ὡς@cs καιρός@namsc ἔχω@vspa1p ἐργάζομαι@vspm1p ὁ@dans ἀγαθός@anansn πρός@pa πᾶς@aiampn μάλιστα@b δέ@cc πρός@pa ὁ@damp οἰκεῖος@anampn ὁ@dgfs πίστις@ngfsc]" 
"Gal","06","13a","02TZ","[οὐδέ@b γάρ@cc ὁ@dnmp περιτέμνω@vpppnmp αὐτός@rtnmp νόμος@namsc φυλάσσω@vipa3p]" 
"Gal","06","14b","02TZ","[διά@pg ὅς@rrgms ἐγώ@rpd-s κόσμος@nnmsc σταυρόω@vixp3s καί@cc ἐγώ@rpn-s κόσμος@ndmsc]" 
"Gal","06","16","02TZ","[(καί@cc ὅσος@rrnmp ὁ@ddms κανών@ndmsc οὗτος@rddms στοιχέω@vifa3p εἰρήνη@nnfsc ἐπί@pa αὐτός@rpamp καί@cc ἔλεος@nnnsc καί@cc ἐπί@pa ὁ@dams Ἰσραήλ@namsp ὁ@dgms θεός@ngmsc)]" 
"Gal","06","17","02TZ","ὁ@dgnp δέ@cc ἄλλος@aignpn εἰκῇ@b κόπος@nampc ἐγώ@rpd-s μηδείς@rinms παρέχω@vdpa3s ἐγώ@rpn-s γάρ@cc ὁ@danp στίγμα@nanpc ὁ@dgms Ἰησοῦς@ngmsp ἐν@pd ὁ@ddns σῶμα@ndnsc ἐγώ@rpg-s βαστάζω@vipa1s" 
"1Cr","00","00","02TZ","πρός@pa Κορίνθιος@nampp α᾽@ac---n" 
"1Cr","01","01","02TZ","[Παῦλος@nnmsp κλητός@annmsn ἀπόστολος@nnmsc Χριστός@ngmsp Ἰησοῦς@ngmsp διά@pg θέλημα@ngnsc θεός@ngmsc καί@cc Σωσθένης@nnmsp ὁ@dnms ἀδελφός@nnmsc]" 
"1Cr","01","02","02TZ","[ὁ@ddfs ἐκκλησία@ndfsc ὁ@dgms θεός@ngmsc ὁ@ddfs εἰμί@vppadfs ἐν@pd Κόρινθος@ndfsp ἁγιάζω@vpxpdmp ἐν@pd Χριστός@ndmsp Ἰησοῦς@ndmsp κλητός@andmpn ἅγιος@andmpn σύν@pd πᾶς@aidmpn ὁ@ddmp ἐπικαλέω@vppmdmp ὁ@dans ὄνομα@nansc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp Χριστός@ngmsp ἐν@pd πᾶς@aidmsn τόπος@ndmsc αὐτός@rpgmp καί@cc ἐγώ@rpg-p]" 
"1Cr","01","03","02TZ","[χάρις@nnfsc σύ@rpd-p καί@cc εἰρήνη@nnfsc ἀπό@pg θεός@ngmsc πατήρ@ngmsc ἐγώ@rpg-p καί@cc κύριος@ngmsc Ἰησοῦς@ngmsp Χριστός@ngmsp]" 
"1Cr","01","18","02TZ","ὁ@dnms γάρ@cc σταυρός@nnmsc ὁ@dgms Χριστός@ngmsp ὁ@ddmp μέν@x ἀπόλλυμι@vppedmp μωρία@nnfsc εἰμί@vipa3s ὁ@ddmp δέ@cc σῴζω@vpppdmp δύναμις@nnfsc καί@cc σοφία@nnfsc θεός@ngmsc εἰμί@vipa3s" 
"1Cr","01","19","02TZ","γράφω@vixp3s γάρ@cc [ἀπόλλυμι@vifa1s ὁ@dafs σοφία@nafsc ὁ@dgmp σοφός@angmpn καί@cc ὁ@dafs σύνεσις@nafsc ὁ@dgmp συνετός@angmpn ἀθετέω@vifa1s]" 
"1Cr","01","20b","02TZ","[οὐχί@b μωραίνω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dafs σοφία@nafsc ὁ@dgms κόσμος@ngmsc]" 
"1Cr","01","21","02TZ","ἐπειδή@cs ἐν@pd [ὁ@ddfs σοφία@ndfsc ὁ@dgms θεός@ngmsc οὐ@b γινώσκω@viaa3s ὁ@dnms κόσμος@nnmsc] διά@pg ὁ@dgfs σοφία@ngfsc ὁ@dams κύριος@namsc [εὐδοκέω@viaa3s ὁ@dnms θεός@nnmsc διά@pg ὁ@dgfs μωρία@ngfsc ὁ@dgns κήρυγμα@ngnsc σῴζω@vnaa ὁ@damp πιστεύω@vppaamp]" 
"1Cr","01","22","02TZ","ἐπειδή@cs Ἰουδαῖος@annmpn [σημεῖον@nanpc αἰτέω@vipa3p καί@cc Ἕλλην@nnmpp σοφία@nafsc ζητέω@vipa3p]" 
"1Cr","01","23","02TZ","[ἐγώ@rpn-p δέ@cc κηρύσσω@vipa1p Χριστός@namsp σταυρόω@vpxpams Ἰουδαῖος@andmpn μέν@x σκάνδαλον@nansc ἔθνος@ndnpc δέ@cc μωρία@nafsc]" 
"1Cr","01","25","02TZ","[ὅτι@cs ὁ@dnns μωρός@annnsn ὁ@dgms θεός@ngmsc σοφός@annnsc ὁ@dgmp ἄνθρωπος@ngmpc εἰμί@vipa3s καί@cc ὁ@dnns ἀσθενής@annnsn ὁ@dgms θεός@ngmsc ἰσχυρός@annnsc ὁ@dgmp ἄνθρωπος@ngmpc]" 
"1Cr","01","27","02TZ","[ἀλλά@cc ὁ@danp μωρός@ananpn ὁ@dgms κόσμος@ngmsc ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc ἵνα@cs] καταισχύνω@vspa3s ὁ@danp σοφός@ananpn [καί@cc ὁ@danp ἀσθενής@ananpn ὁ@dgms κόσμος@ngmsc ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc ἵνα@cs καταισχύνω@vspa3s ὁ@danp ἰσχυρός@ananpn]" 
"1Cr","01","28","02TZ","καί@cc ὁ@danp ἀγενής@ananpn καί@cc ὁ@danp ἐλαχύς@ananps καί@cc ὁ@danp ἐξουθενέω@vpxpanp [ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc ὁ@danp μή@x εἰμί@vppaanp ἵνα@cs ὁ@danp εἰμί@vppaanp καταργέω@vsaa3s]" 
"1Cr","01","29","02TZ","[ὅπως@cs μή@x καυχάομαι@vsam3s πᾶς@ainfsn σάρξ@nnfsc ἐνώπιον@pg ὁ@dgms θεός@ngmsc]"  
"1Cr","01","31","02TZ","[ἵνα@cs καθώς@cs γράφω@vixp3s ὁ@dnms καυχάομαι@vppmnms ἐν@pd κύριος@ndmsc καυχάομαι@vdpm3s]" 
"1Cr","02","06","02TZ","[σοφία@nafsc δέ@cc λαλέω@vipa1p ἐν@pd ὁ@ddmp τέλειος@andmpn σοφία@nafsc δέ@cc οὐ@b ὁ@dgms αἰών@ngmsc οὗτος@rdgms οὐδέ@cc ὁ@dgmp ἄρχων@ngmpc ὁ@dgms αἰών@ngmsc οὗτος@rdgms ὁ@dgmp καταργέω@vpppgmp]" 
"1Cr","02","07","02TZ","[ἀλλά@cc λαλέω@vipa1p θεός@ngmsc σοφία@nafsc ἐν@pd μυστήριον@ndnsc ὁ@dafs ἀποκρύπτω@vpxpafs ὅς@rrafs προορίζω@viaa3s ὁ@dnms θεός@nnmsc πρό@pg ὁ@dgmp αἰών@ngmpc εἰς@pa δόξα@nafsc ἐγώ@rpg-p]" 
