"book","chapter","verse","edition","unique_id","align_id","text","nltext","bgmtext","lemma","bgmpos"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",1,1,"Ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",2,2,"ἔτει","ἔτει","ἔτος@ndnsc","ἔτος","ndnsc"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",3,3,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",4,4,"πεντεκαιδεκάτῳ","πεντεκαιδεκάτῳ","πεντεκαιδέκατος@aodnsn","πεντεκαιδέκατος","aodnsn"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",5,5,"τῆς","τῆς","ὁ@dgfs","ὁ","dgfs"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",6,6,"ἡγεμονίας","ἡγεμονίας","ἡγεμονία@ngfsc","ἡγεμονία","ngfsc"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",7,7,"Τιβερίου","Τιβερίου","Τιβέριος@ngmsp","Τιβέριος","ngmsp"
"Ev","3","1","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8,8,"Καίσαρος","Καίσαρος","Καῖσαρ@ngmsp","Καῖσαρ","ngmsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",9,9,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",10,10,"Ἰησοῦς","Ἰησοῦς","Ἰησοῦς@nnmsp","Ἰησοῦς","nnmsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",11,11,"κατῆλθεν","κατῆλθεν","κατέρχομαι@viaa3s","κατέρχομαι","viaa3s"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",12,12,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",13,13,"Καφαρναοὺμ","Καφαρναοὺμ","Καφαρναούμ@nafsp","Καφαρναούμ","nafsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",14,14,"πόλιν","πόλιν","πόλις@nafsc","πόλις","nafsc"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",15,15,"τῆς","τῆς","ὁ@dgfs","ὁ","dgfs"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",16,16,"Γαλιλαίας","Γαλιλαίας","Γαλιλαία@ngfsp","Γαλιλαία","ngfsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",17,17,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",18,18,"παραθαλάσσιον","παραθαλάσσιον","παραθαλάσσιος@anafsn","παραθαλάσσιος","anafsn"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",19,19,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",20,20,"ὁρίοις","ὁρίοις","ὅριον@ndnpc","ὅριον","ndnpc"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",21,21,"Ζαβουλὼν","Ζαβουλὼν","Ζαβουλών@ngmsp","Ζαβουλών","ngmsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",22,22,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",23,23,"Νεφθαλίμ","Νεφθαλίμ","Νεφθαλίμ@ngmsp","Νεφθαλίμ","ngmsp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",25,24,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",26,25,"ἦν","ἦν","εἰμί@viia3s","εἰμί","viia3s"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",27,26,"διδάσκων","διδάσκων","διδάσκω@vppanms","διδάσκω","vppanms"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",28,27,"αὐτοὺς","αὐτοὺς","αὐτός@rpamp","αὐτός","rpamp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",29,28,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",30,29,"τοῖς","τοῖς","ὁ@ddnp","ὁ","ddnp"
"Ev","4","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",31,30,"σάββασιν","σάββασιν","σάββατον@ndnpc","σάββατον","ndnpc"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",33,31,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",34,32,"πάντες","πάντες","πᾶς@ainmpn","πᾶς","ainmpn"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",35,33,"ἐξεπλήσσοντο","ἐξεπλήσσοντο","ἐκπλήσσω@viip3p","ἐκπλήσσω","viip3p"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",36,34,"ἐπὶ","ἐπὶ","ἐπί@pd","ἐπί","pd"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",37,35,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",38,36,"διδαχῆ","διδαχῆ","διδαχή@ndfsc","διδαχή","ndfsc"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",39,37,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",41,38,"ὅτι","ὅτι","ὅτι@cs","ὅτι","cs"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",42,39,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",43,40,"ἐξουσίᾳ","ἐξουσίᾳ","ἐξουσία@ndfsc","ἐξουσία","ndfsc"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",44,41,"ἦν","ἦν","εἰμί@viia3s","εἰμί","viia3s"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",45,42,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",46,43,"λόγος","λόγος","λόγος@nnmsc","λόγος","nnmsc"
"Ev","4","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",47,44,"αὐτου","αὐτου","αὐτός@rpgms","αὐτός","rpgms"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",49,45,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",50,46,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",51,47,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",52,48,"συναγωγῇ","συναγωγῇ","συναγωγή@ndfsc","συναγωγή","ndfsc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",53,49,"ἦν","ἦν","εἰμί@viia3s","εἰμί","viia3s"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",54,50,"ἄνθρωπος","ἄνθρωπος","ἄνθρωπος@nnmsc","ἄνθρωπος","nnmsc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",55,51,"ἔχων","ἔχων","ἔχω@vppanms","ἔχω","vppanms"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",56,52,"πνεῦμα","πνεῦμα","πνεῦμα@nansc","πνεῦμα","nansc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",57,53,"δαιμόνιον","δαιμόνιον","δαιμόνιον@nansc","δαιμόνιον","nansc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",58,54,"ἀκάθαρτον","ἀκάθαρτον","ἀκάθαρτος@anansn","ἀκάθαρτος","anansn"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",60,55,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",61,56,"ἀνέκραξεν","ἀνέκραξεν","ἀνακράζω@viaa3s","ἀνακράζω","viaa3s"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",62,57,"φωνῇ","φωνῇ","φωνή@ndfsc","φωνή","ndfsc"
"Ev","4","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",63,58,"μεγάλῃ","μεγάλῃ","μέγας@andfsn","μέγας","andfsn"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",65,59,"τί","τί","τίς@rqnns","τίς","rqnns"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",66,60,"ἡμῖν","ἡμῖν","ἐγώ@rpd-p","ἐγώ","rpd-p"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",67,61,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",68,62,"σοί","σοί","σύ@rpd-s","σύ","rpd-s"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",69,63,"ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",71,64,"Ἰησοῦ","Ἰησοῦ","Ἰησοῦς@nvmsp","Ἰησοῦς","nvmsp"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",72,65,"Ναζαρηνέ","Ναζαρηνέ","Ναζαρηνός@anvmsn","Ναζαρηνός","anvmsn"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",74,66,"ἦλθες","ἦλθες","ἔρχομαι@viaa2s","ἔρχομαι","viaa2s"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",75,67,"ἀπολέσαι","ἀπολέσαι","ἀπόλλυμι@vnaa","ἀπόλλυμι","vnaa"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",76,68,"ἡμᾶς","ἡμᾶς","ἐγώ@rpa-p","ἐγώ","rpa-p"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",78,69,"οἶδα","οἶδα","οἶδα@vixa1s","οἶδα","vixa1s"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",79,70,"τίς","τίς","τίς@rqnms","τίς","rqnms"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",80,71,"εἶ","εἶ","εἰμί@vipa2s","εἰμί","vipa2s"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",82,72,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",83,73,"ἅγιος","ἅγιος","ἅγιος@annmsn","ἅγιος","annmsn"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",84,74,"τοῦ","τοῦ","ὁ@dgms","ὁ","dgms"
"Ev","4","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",85,75,"θεοῦ","θεοῦ","θεός@ngmsc","θεός","ngmsc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",87,76,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",88,77,"ἐπετίμησεν","ἐπετίμησεν","ἐπιτιμάω@viaa3s","ἐπιτιμάω","viaa3s"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",89,78,"αὐτῷ","αὐτῷ","αὐτός@rpdns","αὐτός","rpdns"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",90,79,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",91,80,"Ἰησοῦς","Ἰησοῦς","Ἰησοῦς@nnmsp","Ἰησοῦς","nnmsp"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",92,81,"λέγων","λέγων","λέγω@vppanms","λέγω","vppanms"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",94,82,"φιμώθητι","φιμώθητι","φιμόω@vdap2s","φιμόω","vdap2s"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",95,83,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",96,84,"ἔξελθε","ἔξελθε","ἐξέρχομαι@vdaa2s","ἐξέρχομαι","vdaa2s"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",97,85,"ἀπ᾽","ἀπὸ","ἀπό@pg","ἀπό","pg"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",98,86,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",100,87,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",101,88,"ῥῖψαν","ῥῖψαν","ῥίπτω@vpaanns","ῥίπτω","vpaanns"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",102,89,"αὐτὸν","αὐτὸν","αὐτός@rpams","αὐτός","rpams"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",103,90,"τὸ","τὸ","ὁ@dnns","ὁ","dnns"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",104,91,"δαιμόνιον","δαιμόνιον","δαιμόνιον@nnnsc","δαιμόνιον","nnnsc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",105,92,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",106,93,"τὸ","τὸ","ὁ@dans","ὁ","dans"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",107,94,"μέσον","μέσον","μέσος@anansn","μέσος","anansn"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",108,95,"ἀνακραυγάσαν","ἀνακραυγάσαν","ἀνακράζω@vpaanns","ἀνακράζω","vpaanns"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",109,96,"τε","τε","τέ@cc","τέ","cc"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",110,97,"ἐξῆλθεν","ἐξῆλθεν","ἐξέρχομαι@viaa3s","ἐξέρχομαι","viaa3s"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",111,98,"ἀπ᾽","ἀπὸ","ἀπό@pg","ἀπό","pg"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",112,99,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",113,100,"μηδὲν","μηδὲν","μηδείς@rians","μηδείς","rians"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",114,101,"βλάψαν","βλάψαν","βλάπτω@vpaanns","βλάπτω","vpaanns"
"Ev","4","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",115,102,"αὐτόν","αὐτόν","αὐτός@rpams","αὐτός","rpams"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",117,103,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",118,104,"ἐγένετο","ἐγένετο","γίνομαι@viam3s","γίνομαι","viam3s"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",119,105,"θάμβος","θάμβος","θάμβος@nnmsc","θάμβος","nnmsc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",120,106,"μέγας","μέγας","μέγας@annmsn","μέγας","annmsn"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",121,107,"ἐπὶ","ἐπὶ","ἐπί@pa","ἐπί","pa"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",122,108,"πάντας","πάντας","πᾶς@aiampn","πᾶς","aiampn"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",124,109,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",125,110,"συνελάλουν","συνελάλουν","συλλαλέω@viia3p","συλλαλέω","viia3p"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",126,111,"πρὸς","πρὸς","πρός@pa","πρός","pa"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",127,112,"ἀλλήλους","ἀλλήλους","ἀλλήλων@reamp","ἀλλήλων","reamp"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",128,113,"λέγοντες","λέγοντες","λέγω@vppanmp","λέγω","vppanmp"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",130,114,"Τίς","τίς","τίς@rqnms","τίς","rqnms"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",131,115,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",132,116,"λόγος","λόγος","λόγος@nnmsc","λόγος","nnmsc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",133,117,"οὗτος","οὗτος","οὗτος@rdnms","οὗτος","rdnms"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",135,118,"ὅτι","ὅτι","ὅτι@cs","ὅτι","cs"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",136,119,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",137,120,"ἐξουσίᾳ","ἐξουσίᾳ","ἐξουσία@ndfsc","ἐξουσία","ndfsc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",138,121,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",139,122,"δυνάμει","δυνάμει","δύναμις@ndfsc","δύναμις","ndfsc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",140,123,"ἐπιτάσσει","ἐπιτάσσει","ἐπιτάσσω@vipa3s","ἐπιτάσσω","vipa3s"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",141,124,"τοῖς","τοῖς","ὁ@ddnp","ὁ","ddnp"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",142,125,"ἀκαθάρτοις","ἀκαθάρτοις","ἀκάθαρτος@andnpn","ἀκάθαρτος","andnpn"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",143,126,"πνεύμασιν","πνεύμασιν","πνεῦμα@ndnpc","πνεῦμα","ndnpc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",145,127,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","36","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",146,128,"ἐξέρχονται","ἐξέρχονται","ἐξέρχομαι@vipm3p","ἐξέρχομαι","vipm3p"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",148,129,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",149,130,"ἐξῆλθεν","ἐξῆλθεν","ἐξέρχομαι@viaa3s","ἐξέρχομαι","viaa3s"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",150,131,"ἡ","ἡ","ὁ@dnfs","ὁ","dnfs"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",151,132,"ἀκοὴ","ἀκοὴ","ἀκοή@nnfsc","ἀκοή","nnfsc"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",152,133,"περὶ","περὶ","περί@pg","περί","pg"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",153,134,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",154,135,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",155,136,"πάντα","πάντα","πᾶς@aiamsn","πᾶς","aiamsn"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",156,137,"τόπον","τόπον","τόπος@namsc","τόπος","namsc"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",157,138,"τῆς","τῆς","ὁ@dgfs","ὁ","dgfs"
"Ev","4","37","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",158,139,"περιχώρου","περιχώρου","περίχωρος@angfsn","περίχωρος","angfsn"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",160,140,"Ἐλθὼν","ἐλθὼν","ἔρχομαι@vpaanms","ἔρχομαι","vpaanms"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",161,141,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",162,142,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",163,143,"Ναζαρά","Ναζαρά","Ναζαρά@nafsp","Ναζαρά","nafsp"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",164,144,"εἰσῆλθεν","εἰσῆλθεν","εἰσέρχομαι@viaa3s","εἰσέρχομαι","viaa3s"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",165,145,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",166,146,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",167,147,"ἡμέρᾳ","ἡμέρᾳ","ἡμέρα@ndfsc","ἡμέρα","ndfsc"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",168,148,"τῶν","τῶν","ὁ@dgnp","ὁ","dgnp"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",169,149,"σαββάτων","σαββάτων","σάββατον@ngnpc","σάββατον","ngnpc"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",170,150,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",171,151,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","4","16","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",172,152,"συναγωγήν","συναγωγήν","συναγωγή@nafsc","συναγωγή","nafsc"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",174,153,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",175,154,"ἔλεγον","ἔλεγον","λέγω@viia3p","λέγω","viia3p"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",177,155,"Οὐχὶ","οὐχὶ","οὐχί@b","οὐχί","b"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",178,156,"υἱός","υἱός","υἱός@nnmsc","υἱός","nnmsc"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",179,157,"ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",180,158,"Ἰωσὴφ","Ἰωσὴφ","Ἰωσήφ@ngmsp","Ἰωσήφ","ngmsp"
"Ev","4","22","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",181,159,"οὗτος","οὗτος","οὗτος@rdnms","οὗτος","rdnms"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",183,160,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",184,161,"εἶπεν","εἶπεν","λέγω@viaa3s","λέγω","viaa3s"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",185,162,"πρὸς","πρὸς","πρός@pa","πρός","pa"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",186,163,"αὐτούς","αὐτούς","αὐτός@rpamp","αὐτός","rpamp"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",188,164,"Πάντως","πάντως","πάντως@b","πάντως","b"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",189,165,"ἐρεῖτέ","ἐρεῖτέ","λέγω@vifa2p","λέγω","vifa2p"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",190,166,"μοι","μοι","ἐγώ@rpd-s","ἐγώ","rpd-s"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",191,167,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",192,168,"παραβολὴν","παραβολὴν","παραβολή@nafsc","παραβολή","nafsc"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",193,169,"ταύτην","ταύτην","οὗτος@rdafs","οὗτος","rdafs"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",195,170,"Ἰατρέ","ἰατρέ","ἰατρός@nvmsc","ἰατρός","nvmsc"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",197,171,"θεράπευσον","θεράπευσον","θεραπεύω@vdaa2s","θεραπεύω","vdaa2s"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",198,172,"σεαυτόν","σεαυτόν","σεαυτοῦ@rxams","σεαυτοῦ","rxams"
"Ev","4","23","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",200,173,"ὅσα","ὅσα","ὅσος@rranp","ὅσος","rranp"
