"book","chapter","verse","edition","unique_id","align_id","text","nltext","bgmtext","lemma","bgmpos"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8598,7449,"μου","μου","ἐγώ@rpg-s","ἐγώ","rpg-s"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8599,7450,"οὐ","οὐ","οὐ@b","οὐ","b"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8600,7451,"δύναται","δύναται","δύναμαι@vipm3s","δύναμαι","vipm3s"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8601,7452,"εἶναί","εἶναί","εἶναί@x","εἶναί","x"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8602,7453,"μου","μου","ἐγώ@rpg-s","ἐγώ","rpg-s"
"Ev","14","27","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8603,7454,"μαθητής","μαθητής","μαθητής@nnmsc","μαθητής","nnmsc"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8605,7455,"τίς","τίς","τίς@rqnms","τίς","rqnms"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8606,7456,"γὰρ","γὰρ","γάρ@cc","γάρ","cc"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8607,7457,"ἐξ","ἐξ","ἐκ@pg","ἐκ","pg"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8608,7458,"ὑμῶν","ὑμῶν","σύ@rpg-p","σύ","rpg-p"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8609,7459,"θέλων","θέλων","θέλω@vppanms","θέλω","vppanms"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8610,7460,"πύργον","πύργον","πύργος@namsc","πύργος","namsc"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8611,7461,"οἰκοδομῆσαι","οἰκοδομῆσαι","οἰκοδομέω@vnaa","οἰκοδομέω","vnaa"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8612,7462,"οὐχὶ","οὐχὶ","οὐχί@b","οὐχί","b"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8613,7463,"πρῶτον","πρῶτον","πρῶτος@b","πρῶτος","b"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8614,7464,"καθίσας","καθίσας","καθίζω@vpaanms","καθίζω","vpaanms"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8615,7465,"ψηφίζει","ψηφίζει","ψηφίζω@vipa3s","ψηφίζω","vipa3s"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8616,7466,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8617,7467,"δαπάνην","δαπάνην","δαπάνη@nafsc","δαπάνη","nafsc"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8619,7468,"εἰ","εἰ","εἰ@x","εἰ","x"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8620,7469,"ἔχει","ἔχει","ἔχω@vipa3s","ἔχω","vipa3s"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8621,7470,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","14","28","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8622,7471,"ἀπαρτισμόν","ἀπαρτισμόν","ἀπαρτισμός@namsc","ἀπαρτισμός","namsc"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8624,7472,"ἵνα","ἵνα","ἵνα@cs","ἵνα","cs"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8625,7473,"μήποτε","μήποτε","μήποτε@cs","μήποτε","cs"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8626,7474,"θέντος","θέντος","τίθημι@vpaagms","τίθημι","vpaagms"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8627,7475,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8628,7476,"θεμέλιον","θεμέλιον","θεμέλιος@namsc","θεμέλιος","namsc"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8629,7477,"μὴ","μὴ","μή@x","μή","x"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8630,7478,"ἰσχύσῃ","ἰσχύσῃ","ἰσχύω@vsaa3s","ἰσχύω","vsaa3s"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8631,7479,"οἰκοδομῆσαι","οἰκοδομῆσαι","οἰκοδομέω@vnaa","οἰκοδομέω","vnaa"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8632,7480,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8633,7481,"πάντες","πάντες","πᾶς@ainmpn","πᾶς","ainmpn"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8634,7482,"οἱ","οἱ","ὁ@dnmp","ὁ","dnmp"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8635,7483,"θεωροῦντες","θεωροῦντες","θεωρέω@vppanmp","θεωρέω","vppanmp"
"Ev","14","29","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8636,7484,"μέλλουσιν","μέλλουσιν","μέλλω@vipa3p","μέλλω","vipa3p"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8637,7485,"λέγειν","λέγειν","λέγω@vnpa","λέγω","vnpa"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8639,7486,"Οὗτος","οὗτος","οὗτος@rdnms","οὗτος","rdnms"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8640,7487,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8641,7488,"ἄνθρωπος","ἄνθρωπος","ἄνθρωπος@nnmsc","ἄνθρωπος","nnmsc"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8642,7489,"ἤρξατο","ἤρξατο","ἄρχω@viam3s","ἄρχω","viam3s"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8643,7490,"οἰκοδομεῖν","οἰκοδομεῖν","οἰκοδομέω@vnpa","οἰκοδομέω","vnpa"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8644,7491,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8645,7492,"οὐκ","οὐκ","οὐ@b","οὐ","b"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8646,7493,"ἴσχυσεν","ἴσχυσεν","ἰσχύω@viaa3s","ἰσχύω","viaa3s"
"Ev","14","30","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8647,7494,"ἐκτελέσαι","ἐκτελέσαι","ἐκτελέω@vnaa","ἐκτελέω","vnaa"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8649,7495,"ἢ","ἢ","ἤ@cc","ἤ","cc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8650,7496,"τίς","τίς","τίς@aqnmsn","τίς","aqnmsn"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8651,7497,"βασιλεὺς","βασιλεὺς","βασιλεύς@nnmsc","βασιλεύς","nnmsc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8652,7498,"πορευόμενος","πορευόμενος","πορεύομαι@vppmnms","πορεύομαι","vppmnms"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8653,7499,"ἑτέρῳ","ἑτέρῳ","ἕτερος@aidmsn","ἕτερος","aidmsn"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8654,7500,"βασιλεῖ","βασιλεῖ","βασιλεύς@ndmsc","βασιλεύς","ndmsc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8655,7501,"συμβαλεῖν","συμβαλεῖν","συμβάλλω@vnaa","συμβάλλω","vnaa"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8656,7502,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8657,7503,"πόλεμον","πόλεμον","πόλεμος@namsc","πόλεμος","namsc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8658,7504,"οὐκ","οὐκ","οὐ@b","οὐ","b"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8659,7505,"εὐθέως","εὐθέως","εὐθέως@b","εὐθέως","b"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8660,7506,"καθίσας","καθίσας","καθίζω@vpaanms","καθίζω","vpaanms"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8661,7507,"πρῶτον","πρῶτον","πρῶτος@b","πρῶτος","b"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8662,7508,"βουλεύσεται","βουλεύσεται","βουλεύω@vifm3s","βουλεύω","vifm3s"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8663,7509,"εἰ","εἰ","εἰ@x","εἰ","x"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8664,7510,"δυνατός","δυνατός","δυνατός@annmsn","δυνατός","annmsn"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8665,7511,"ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8666,7512,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8667,7513,"δέκα","δέκα","δέκα@ac---n","δέκα","ac---n"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8668,7514,"χιλιάσιν","χιλιάσιν","χιλιάς@ndfpc","χιλιάς","ndfpc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8669,7515,"ὑπαντῆσαι","ὑπαντῆσαι","ὑπαντάω@vnaa","ὑπαντάω","vnaa"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8670,7516,"τῷ","τῷ","ὁ@ddms","ὁ","ddms"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8671,7517,"μετὰ","μετὰ","μετά@pg","μετά","pg"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8672,7518,"εἴκοσι","εἴκοσι","εἴκοσι@ac---n","εἴκοσι","ac---n"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8673,7519,"χιλιάδων","χιλιάδων","χιλιάς@ngfpc","χιλιάς","ngfpc"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8674,7520,"ἐρχομένῳ","ἐρχομένῳ","ἔρχομαι@vppmdms","ἔρχομαι","vppmdms"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8675,7521,"ἐπ᾽","ἐπὶ","ἐπί@pa","ἐπί","pa"
"Ev","14","31","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8676,7522,"αὐτόν","αὐτόν","αὐτός@rpams","αὐτός","rpams"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8678,7523,"εἰ","εἰ","εἰ@cs","εἰ","cs"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8679,7524,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8680,7525,"μή","μή","μή@x","μή","x"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8681,7526,"γε","γε","γέ@x","γέ","x"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8683,7527,"ἔτι","ἔτι","ἔτι@b","ἔτι","b"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8684,7528,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8685,7529,"πόρρω","πόρρω","πόρρω@b","πόρρω","b"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8686,7530,"ὄντος","ὄντος","εἰμί@vppagms","εἰμί","vppagms"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8687,7531,"πρεσβείαν","πρεσβείαν","πρεσβεία@nafsc","πρεσβεία","nafsc"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8688,7532,"ἀποστείλας","ἀποστείλας","ἀποστέλλω@vpaanms","ἀποστέλλω","vpaanms"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8689,7533,"ἐρωτᾷ","ἐρωτᾷ","ἐρωτάω@vipa3s","ἐρωτάω","vipa3s"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8690,7534,"τὰ","τὰ","ὁ@danp","ὁ","danp"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8691,7535,"πρὸς","πρὸς","πρός@pa","πρός","pa"
"Ev","14","32","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8692,7536,"εἰρήνην","εἰρήνην","εἰρήνη@nafsc","εἰρήνη","nafsc"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8694,7537,"οὕτως","οὕτως","οὕτω@b","οὕτω","b"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8695,7538,"οὖν","οὖν","οὖν@cc","οὖν","cc"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8696,7539,"πᾶς","πᾶς","πᾶς@ainmsn","πᾶς","ainmsn"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8697,7540,"ἐξ","ἐξ","ἐκ@pg","ἐκ","pg"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8698,7541,"ὑμῶν","ὑμῶν","σύ@rpg-p","σύ","rpg-p"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8699,7542,"ὃς","ὃς","ὅς@rrnms","ὅς","rrnms"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8700,7543,"οὐκ","οὐκ","οὐ@b","οὐ","b"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8701,7544,"ἀποτάσσεται","ἀποτάσσεται","ἀποτάσσω@vipm3s","ἀποτάσσω","vipm3s"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8702,7545,"πᾶσιν","πᾶσιν","πᾶς@aidnpn","πᾶς","aidnpn"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8703,7546,"τοῖς","τοῖς","ὁ@ddnp","ὁ","ddnp"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8704,7547,"ὑπάρχουσιν","ὑπάρχουσιν","ὑπάρχω@vppadnp","ὑπάρχω","vppadnp"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8705,7548,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8706,7549,"οὐ","οὐ","οὐ@b","οὐ","b"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8707,7550,"δύναται","δύναται","δύναμαι@vipm3s","δύναμαι","vipm3s"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8708,7551,"εἶναί","εἶναί","εἶναί@x","εἶναί","x"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8709,7552,"μου","μου","ἐγώ@rpg-s","ἐγώ","rpg-s"
"Ev","14","33","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8710,7553,"μαθητής","μαθητής","μαθητής@nnmsc","μαθητής","nnmsc"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8712,7554,"Καλὸν","καλὸν","καλός@anansn","καλός","anansn"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8713,7555,"οὖν","οὖν","οὖν@cc","οὖν","cc"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8714,7556,"τὸ","τὸ","ὁ@dans","ὁ","dans"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8715,7557,"ἅλα","ἅλα","ἅλας@nansc","ἅλας","nansc"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8717,7558,"ἐὰν","ἐὰν","ἐάν@cs","ἐάν","cs"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8718,7559,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8719,7560,"καὶ","καὶ","καί@b","καί","b"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8720,7561,"τὸ","τὸ","ὁ@dans","ὁ","dans"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8721,7562,"ἅλα","ἅλα","ἅλας@nansc","ἅλας","nansc"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8722,7563,"μωρανθῇ","μωρανθῇ","μωραίνω@vsap3s","μωραίνω","vsap3s"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8724,7564,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8725,7565,"τίνι","τίνι","τίς@rqdns","τίς","rqdns"
"Ev","14","34","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8726,7566,"ἀρτυθήσεται","ἀρτυθήσεται","ἀρτύω@vifp3s","ἀρτύω","vifp3s"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8728,7567,"οὔτε","οὔτε","οὔτε@b","οὔτε","b"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8729,7568,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8730,7569,"γῆν","γῆν","γῆ@nafsc","γῆ","nafsc"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8731,7570,"οὔτε","οὔτε","οὔτε@b","οὔτε","b"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8732,7571,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8733,7572,"κοπρίαν","κοπρίαν","κοπρία@nafsc","κοπρία","nafsc"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8734,7573,"εὔθετόν","εὔθετόν","εὔθετος@annnsn","εὔθετος","annnsn"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8735,7574,"ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8737,7575,"ἔξω","ἔξω","ἔξω@b","ἔξω","b"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8738,7576,"βάλλεται","βάλλεται","βάλλω@vipp3s","βάλλω","vipp3s"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8739,7577,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8740,7578,"καταπατήται","καταπατήται","καταπατέω@vspm3s","καταπατέω","vspm3s"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8741,7579,"ὑπὸ","ὑπὸ","ὑπό@pa","ὑπό","pa"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8742,7580,"τῶν","τῶν","ὁ@dgmp","ὁ","dgmp"
"Ev","14","35","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8743,7581,"ἀνθρώπων","ἀνθρώπων","ἄνθρωπος@ngmpc","ἄνθρωπος","ngmpc"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8745,7582,"εἶπεν","εἶπεν","λέγω@viaa3s","λέγω","viaa3s"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8746,7583,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8747,7584,"πρὸς","πρὸς","πρός@pa","πρός","pa"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8748,7585,"αὐτοὺς","αὐτοὺς","αὐτός@rpamp","αὐτός","rpamp"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8749,7586,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8750,7587,"παραβολὴν","παραβολὴν","παραβολή@nafsc","παραβολή","nafsc"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8751,7588,"ταύτην","ταύτην","οὗτος@rdafs","οὗτος","rdafs"
"Ev","15","3","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8752,7589,"λέγων","λέγων","λέγω@vppanms","λέγω","vppanms"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8754,7590,"Τίς","τίς","τίς@aqnmsn","τίς","aqnmsn"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8755,7591,"ἄνθρωπος","ἄνθρωπος","ἄνθρωπος@nnmsc","ἄνθρωπος","nnmsc"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8756,7592,"ἐξ","ἐξ","ἐκ@pg","ἐκ","pg"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8757,7593,"ὑμῶν","ὑμῶν","σύ@rpg-p","σύ","rpg-p"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8758,7594,"ὃς","ὃς","ὅς@rrnms","ὅς","rrnms"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8759,7595,"ἕξει","ἕξει","ἔχω@vifa3s","ἔχω","vifa3s"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8760,7596,"ἑκατὸν","ἑκατὸν","ἑκατόν@ac---n","ἑκατόν","ac---n"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8761,7597,"πρόβατα","πρόβατα","πρόβατον@nanpc","πρόβατον","nanpc"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8762,7598,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8763,7599,"ἀπολέσῃ","ἀπολέσῃ","ἀπόλλυμι@vsaa3s","ἀπόλλυμι","vsaa3s"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8764,7600,"ἐξ","ἐξ","ἐκ@pg","ἐκ","pg"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8765,7601,"αὐτῶν","αὐτῶν","αὐτός@rpgnp","αὐτός","rpgnp"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8766,7602,"ἓν","ἓν","εἷς@acansn","εἷς","acansn"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8767,7603,"οὐκ","οὐκ","οὐ@b","οὐ","b"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8768,7604,"ἀφίησι","ἀφίησι","ἀφίημι@vipa3s","ἀφίημι","vipa3s"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8769,7605,"τὰ","τὰ","ὁ@danp","ὁ","danp"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8770,7606,"ἐνενήκοντα","ἐνενήκοντα","ἐνενήκοντα@ac---n","ἐνενήκοντα","ac---n"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8771,7607,"ἐννέα","ἐννέα","ἐννέα@ac---n","ἐννέα","ac---n"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8772,7608,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8773,7609,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8774,7610,"ἐρήμῳ","ἐρήμῳ","ἔρημος@ndfsc","ἔρημος","ndfsc"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8775,7611,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8776,7612,"ἀπελθὼν","ἀπελθὼν","ἀπέρχομαι@vpaanms","ἀπέρχομαι","vpaanms"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8777,7613,"τὸ","τὸ","ὁ@dans","ὁ","dans"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8778,7614,"ἀπολωλὸς","ἀπολωλὸς","ἀπόλλυμι@vpxaans","ἀπόλλυμι","vpxaans"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8779,7615,"ζητεῖ","ζητεῖ","ζητέω@vipa3s","ζητέω","vipa3s"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8780,7616,"ἕως","ἕως","ἕως@cs","ἕως","cs"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8781,7617,"εὕρῃ","εὕρῃ","εὑρίσκω@vsaa3s","εὑρίσκω","vsaa3s"
"Ev","15","4","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8782,7618,"αὐτό","αὐτό","αὐτός@rpans","αὐτός","rpans"
"Ev","15","5","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8784,7619,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","15","5","urn:cts:greekLit:tlg2958.tlg00207-src-grc1",8785,7620,"ἐὰν","ἐὰν","ἐάν@x","ἐάν","x"
