"id","word_id","form","div_book","div_chapter","div_section","orig","lemma","bgmpos","document_id"
11383,"9468","δὲ","Ev","17","17.1","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11384,"9469","πρὸς","Ev","17","17.1","πρὸς","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11385,"9470","τοὺς","Ev","17","17.1","τοὺς","ὁ","damp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11386,"9471","μαθητάς","Ev","17","17.1","μαθητάς","μαθητής","nampc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11387,"-","·","Ev","17","17.1","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11388,"9472","ἀνένδεκτόν","Ev","17","17.1","ἀνένδεκτόν","ἀνένδεκτος","annnsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11389,"9473","ἐστι","Ev","17","17.1","ἐστι","εἰμί","vipa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11390,"9474","μὴ","Ev","17","17.1","μὴ","μή","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11391,"9475","ἐλθεῖν","Ev","17","17.1","ἐλθεῖν","ἔρχομαι","vnaa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11392,"9476","τὰ","Ev","17","17.1","τὰ","ὁ","danp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11393,"9477","σκάνδαλα","Ev","17","17.1","σκάνδαλα","σκάνδαλον","nanpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11394,"-","·","Ev","17","17.1","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11395,"9478","οὐαὶ","Ev","17","17.1","οὐαὶ","οὐαί","i","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11396,"9479","δὲ","Ev","17","17.1","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11397,"-",",","Ev","17","17.1",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11398,"9480","διὰ","Ev","17","17.1","δι᾽","διά","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11399,"9481","οὗ","Ev","17","17.1","οὗ","ὅς","rrgns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11400,"9482","ἔρχεται","Ev","17","17.1","ἔρχεται","ἔρχομαι","vipm3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11401,"-",".","Ev","17","17.1",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11402,"9483","λυσιτελεῖ","Ev","17","17.2","Λυσιτελεῖ","λυσιτελέω","vipa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11403,"9484","αὐτῷ","Ev","17","17.2","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11404,"-",",","Ev","17","17.2",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11405,"9485","εἰ","Ev","17","17.2","εἰ","εἰ","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11406,"9486","οὐκ","Ev","17","17.2","οὐκ","οὐ","b","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11407,"9487","ἐγεννήθη","Ev","17","17.2","ἐγεννήθη","γεννάω","viap3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11408,"-",",","Ev","17","17.2",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11409,"9488","ἢ","Ev","17","17.2","ἢ","ἤ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11410,"9489","λίθος","Ev","17","17.2","λίθος","λίθος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11411,"9490","μυλωνικὸς","Ev","17","17.2","μυλωνικὸς","μυλωνικός","annmsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11412,"9491","περίκειται","Ev","17","17.2","περίκειται","περίκειμαι","vipp3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11413,"9492","περὶ","Ev","17","17.2","περὶ","περί","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11414,"9493","τὸν","Ev","17","17.2","τὸν","ὁ","dams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11415,"9494","τράχηλον","Ev","17","17.2","τράχηλον","τράχηλος","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11416,"9495","αὐτοῦ","Ev","17","17.2","αὐτοῦ","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11417,"-",",","Ev","17","17.2",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11418,"9496","καὶ","Ev","17","17.2","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11419,"9497","ἔῤῥιπται","Ev","17","17.2","ἔῤῥιπται","ῥίπτω","vixp3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11420,"9498","εἰς","Ev","17","17.2","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11421,"9499","τὴν","Ev","17","17.2","τὴν","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11422,"9500","θάλασσαν","Ev","17","17.2","θάλασσαν","θάλασσα","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11423,"-",",","Ev","17","17.2",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11424,"9501","ἢ","Ev","17","17.2","ἢ","ἤ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11425,"9502","ἵνα","Ev","17","17.2","ἵνα","ἵνα","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11426,"9503","σκανδαλίσῃ","Ev","17","17.2","σκανδαλίσῃ","σκανδαλίζω","vsaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11427,"9504","ἕνα","Ev","17","17.2","ἕνα","εἷς","acamsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11428,"9505","τῶν","Ev","17","17.2","τῶν","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11429,"9506","μικρῶν","Ev","17","17.2","μικρῶν","μικρός","angmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11430,"9507","τούτων","Ev","17","17.2","τούτων","οὗτος","rdgmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11431,"-",".","Ev","17","17.2",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11432,"9508","προσέχετε","Ev","17","17.3","Προσέχετε","προσέχω","vdpa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11433,"9509","ἑαυτοῖς","Ev","17","17.3","ἑαυτοῖς","ἑαυτοῦ","rxdmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11434,"-",".","Ev","17","17.3",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11435,"9510","ἐὰν","Ev","17","17.3","Ἐὰν","ἐάν","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11436,"9511","δὲ","Ev","17","17.3","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11437,"9512","ἁμάρτῃ","Ev","17","17.3","ἁμάρτῃ","ἁμαρτάνω","vsaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11438,"9513","εἰς","Ev","17","17.3","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11439,"9514","σὲ","Ev","17","17.3","σὲ","σύ","rpa-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11440,"9515","ὁ","Ev","17","17.3","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11441,"9516","ἀδελφός","Ev","17","17.3","ἀδελφός","ἀδελφός","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11442,"9517","σου","Ev","17","17.3","σου","σύ","rpg-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11443,"-",",","Ev","17","17.3",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11444,"9518","ἐπιτίμησον","Ev","17","17.3","ἐπιτίμησον","ἐπιτιμάω","vdaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11445,"9519","αὐτῷ","Ev","17","17.3","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11446,"-","·","Ev","17","17.3","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11447,"9520","καὶ","Ev","17","17.3","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11448,"9521","ἐὰν","Ev","17","17.3","ἐὰν","ἐάν","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11449,"9522","μετανοήσῃ","Ev","17","17.3","μετανοήσῃ","μετανοέω","vsaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11450,"-",",","Ev","17","17.3",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11451,"9523","ἄφες","Ev","17","17.3","ἄφες","ἀφίημι","vdaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11452,"9524","αὐτῷ","Ev","17","17.3","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11453,"-",".","Ev","17","17.3",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11454,"9525","καὶ","Ev","17","17.4","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11455,"9526","ἐὰν","Ev","17","17.4","ἐὰν","ἐάν","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11456,"9527","ἑπτάκις","Ev","17","17.4","ἑπτάκις","ἑπτάκις","b","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11457,"9528","τῆς","Ev","17","17.4","τῆς","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11458,"9529","ἡμέρας","Ev","17","17.4","ἡμέρας","ἡμέρα","ngfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11459,"9530","ἁμάρτῃ","Ev","17","17.4","ἁμάρτῃ","ἁμαρτάνω","vsaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11460,"9531","εἰς","Ev","17","17.4","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11461,"9532","σὲ","Ev","17","17.4","σὲ","σύ","rpa-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11462,"-",",","Ev","17","17.4",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11463,"9533","καὶ","Ev","17","17.4","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11464,"9534","ἑπτάκις","Ev","17","17.4","ἑπτάκις","ἑπτάκις","b","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11465,"9535","τῆς","Ev","17","17.4","τῆς","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11466,"9536","ἡμέρας","Ev","17","17.4","ἡμέρας","ἡμέρα","ngfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11467,"9537","ἐπιστρέψῃ","Ev","17","17.4","ἐπιστρέψῃ","ἐπιστρέφω","vsaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11468,"9538","ἐπί","Ev","17","17.4","ἐπί","ἐπί","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11469,"9539","σε","Ev","17","17.4","σε","σύ","rpa-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11470,"9540","λέγων","Ev","17","17.4","λέγων","λέγω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11471,"-","·","Ev","17","17.4","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11472,"9541","μετανοῶ","Ev","17","17.4","μετανοῶ","μετανοέω","vipa1s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11473,"-","·","Ev","17","17.4","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11474,"9542","ἀφήσεις","Ev","17","17.4","ἀφήσεις","ἀφίημι","vifa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11475,"9543","αὐτῷ","Ev","17","17.4","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11476,"-",".","Ev","17","17.4",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11477,"9544","καὶ","Ev","17","17.5","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11478,"9545","εἶπον","Ev","17","17.5","εἶπον","λέγω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11479,"9546","οἱ","Ev","17","17.5","οἱ","ὁ","dnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11480,"9547","ἀπόστολοι","Ev","17","17.5","ἀπόστολοι","ἀπόστολος","nnmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11481,"9548","τῷ","Ev","17","17.5","τῷ","ὁ","ddms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11482,"9549","κυρίῳ","Ev","17","17.5","κυρίῳ","κύριος","ndmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11483,"-","·","Ev","17","17.5","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11484,"9550","πρόσθες","Ev","17","17.5","πρόσθες","προστίθημι","vdaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11485,"9551","ἡμῖν","Ev","17","17.5","ἡμῖν","ἐγώ","rpd-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11486,"9552","πίστιν","Ev","17","17.5","πίστιν","πίστις","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11487,"-",".","Ev","17","17.5",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11488,"9553","εἶπε","Ev","17","17.6","Εἶπε","λέγω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11489,"9554","δὲ","Ev","17","17.6","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11490,"9555","ὁ","Ev","17","17.6","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11491,"9556","κύριος","Ev","17","17.6","κύριος","κύριος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11492,"-","·","Ev","17","17.6","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11493,"9557","εἰ","Ev","17","17.6","εἰ","εἰ","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11494,"9558","ἔχετε","Ev","17","17.6","ἔχετε","ἔχω","vipa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11495,"9559","πίστιν","Ev","17","17.6","πίστιν","πίστις","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11496,"9560","ὡς","Ev","17","17.6","ὡς","ὡς","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11497,"9561","κόκκον","Ev","17","17.6","κόκκον","κόκκος","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11498,"9562","σινάπεως","Ev","17","17.6","σινάπεως","σίναπι","ngnsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11499,"-",",","Ev","17","17.6",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11500,"9563","ἐλέγετε","Ev","17","17.6","ἐλέγετε","λέγω","viia2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11501,"9564","ἂν","Ev","17","17.6","ἂν","ἄν","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11502,"9565","τῇ","Ev","17","17.6","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11503,"9566","συκαμίνῳ","Ev","17","17.6","συκαμίνῳ","συκάμινος","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11504,"9567","ταύτῃ","Ev","17","17.6","ταύτῃ","οὗτος","rddfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11505,"-","·","Ev","17","17.6","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11506,"9568","ἐκριζώθητι","Ev","17","17.6","ἐκριζώθητι","ἐκριζόω","vdap2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11507,"9569","καὶ","Ev","17","17.6","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11508,"9570","φυτεύθητι","Ev","17","17.6","φυτεύθητι","φυτεύω","vdap2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11509,"9571","ἐν","Ev","17","17.6","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11510,"9572","τῇ","Ev","17","17.6","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11511,"9573","θαλάσσῃ","Ev","17","17.6","θαλάσσῃ","θάλασσα","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11512,"-","·","Ev","17","17.6","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11513,"9574","καὶ","Ev","17","17.6","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11514,"9575","ὑπήκουσεν","Ev","17","17.6","ὑπήκουσεν","ὑπακούω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11515,"9576","ἂν","Ev","17","17.6","ἂν","ἄν","x","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11516,"9577","ὑμῖν","Ev","17","17.6","ὑμῖν","σύ","rpd-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11517,"-",".","Ev","17","17.6",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11518,"9578","καὶ","Ev","17","17.11","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11519,"9579","ἐγένετο","Ev","17","17.11","ἐγένετο","γίνομαι","viam3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11520,"9580","ἐν","Ev","17","17.11","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11521,"9581","τῷ","Ev","17","17.11","τῷ","ὁ","ddns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11522,"9582","πορεύεσθαι","Ev","17","17.11","πορεύεσθαι","πορεύομαι","vnpm","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11523,"9583","αὐτὸν","Ev","17","17.11","αὐτὸν","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11524,"9584","εἰς","Ev","17","17.11","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11525,"9585","Ἰερουσαλὴμ","Ev","17","17.11","Ἰερουσαλὴμ","Ἰερουσαλήμ","nafsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11526,"-",",","Ev","17","17.11",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11527,"9586","καὶ","Ev","17","17.11","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11528,"9587","αὐτὸς","Ev","17","17.11","αὐτὸς","αὐτός","rtnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11529,"9588","διήρχετο","Ev","17","17.11","διήρχετο","διέρχομαι","viim3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11530,"9589","διὰ","Ev","17","17.11","διὰ","διά","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11531,"9590","μέσου","Ev","17","17.11","μέσου","μέσος","anansn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11532,"9591","Σαμαρείας","Ev","17","17.11","Σαμαρείας","Σαμάρεια","ngfsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11533,"9592","καὶ","Ev","17","17.11","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11534,"9593","Γαλιλαίας","Ev","17","17.11","Γαλιλαίας","Γαλιλαία","ngfsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11535,"-",".","Ev","17","17.11",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11536,"9594","καὶ","Ev","17","17.12","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11537,"9595","εἰσερχομένου","Ev","17","17.12","εἰσερχομένου","εἰσέρχομαι","vppmgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11538,"9596","αὐτοῦ","Ev","17","17.12","αὐτοῦ","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11539,"9597","εἴς","Ev","17","17.12","εἴς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11540,"9598","τινα","Ev","17","17.12","τινα","τὶς","aiafsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11541,"9599","κώμην","Ev","17","17.12","κώμην","κώμη","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11542,"-",",","Ev","17","17.12",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11543,"9600","ἀπήντησαν","Ev","17","17.12","ἀπήντησαν","ἀπαντάω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11544,"9601","αὐτῷ","Ev","17","17.12","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11545,"9602","δέκα","Ev","17","17.12","δέκα","δέκα","ac---n","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11546,"9603","λεπροὶ","Ev","17","17.12","λεπροὶ","λεπρός","annmpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11547,"9604","ἄνδρες","Ev","17","17.12","ἄνδρες","ἀνήρ","nnmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11548,"-",",","Ev","17","17.12",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11549,"9605","οἱ","Ev","17","17.12","οἱ","ὁ","dnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11550,"9606","ἒστησαν","Ev","17","17.12","ἒστησαν","ἵστημι","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11551,"9607","πόῤῥωθεν","Ev","17","17.12","πόῤῥωθεν","πόρρωθεν","b","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11552,"-",".","Ev","17","17.12",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11553,"9608","καὶ","Ev","17","17.13","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11554,"9609","αὐτοὶ","Ev","17","17.13","αὐτοὶ","αὐτός","rtnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11555,"9610","ἦραν","Ev","17","17.13","ἦραν","αἴρω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11556,"9611","φωνὴν","Ev","17","17.13","φωνὴν","φωνή","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11557,"-",",","Ev","17","17.13",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11558,"9612","λέγοντες","Ev","17","17.13","λέγοντες","λέγω","vppanmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11559,"-","·","Ev","17","17.13","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11560,"9613","Ἰησοῦ","Ev","17","17.13","Ἰησοῦ","Ἰησοῦς","nvmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11561,"-",",","Ev","17","17.13",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11562,"9614","ἐπιστάτα","Ev","17","17.13","ἐπιστάτα","ἐπιστάτης","nvmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11563,"-",",","Ev","17","17.13",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11564,"9615","ἐλέησον","Ev","17","17.13","ἐλέησον","ἐλεέω","vdaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11565,"9616","ἡμᾶς","Ev","17","17.13","ἡμᾶς","ἐγώ","rpa-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11566,"-",".","Ev","17","17.13",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11567,"9617","καὶ","Ev","17","17.14","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11568,"9618","ἰδὼν","Ev","17","17.14","ἰδὼν","ὁράω","vpaanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11569,"9619","εἶπεν","Ev","17","17.14","εἶπεν","λέγω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11570,"9620","αὐτοῖς","Ev","17","17.14","αὐτοῖς","αὐτός","rpdmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11571,"-","·","Ev","17","17.14","·","·","·","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11572,"9621","πορευθέντες","Ev","17","17.14","πορευθέντες","πορεύομαι","vpapnmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11573,"9622","ἐπιδείξατε","Ev","17","17.14","ἐπιδείξατε","ἐπιδείκνυμι","vdaa2p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11574,"9623","ἑαυτοὺς","Ev","17","17.14","ἑαυτοὺς","ἑαυτοῦ","rxamp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11575,"9624","τοῖς","Ev","17","17.14","τοῖς","ὁ","ddmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11576,"9625","ἱερεῦσι","Ev","17","17.14","ἱερεῦσι","ἱερεύς","ndmpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11577,"-",".","Ev","17","17.14",".",".",".","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11578,"9626","καὶ","Ev","17","17.14","Καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11579,"9627","ἐγένετο","Ev","17","17.14","ἐγένετο","γίνομαι","viam3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11580,"9628","ἐν","Ev","17","17.14","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11581,"9629","τῷ","Ev","17","17.14","τῷ","ὁ","ddns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11582,"9630","ὑπάγειν","Ev","17","17.14","ὑπάγειν","ὑπάγω","vnpa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11583,"9631","αὐτοὺς","Ev","17","17.14","αὐτοὺς","αὐτός","rpamp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11584,"-",",","Ev","17","17.14",",",",",",","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
11585,"9632","ἐκαθαρίσθησαν","Ev","17","17.14","ἐκαθαρίσθησαν","καθαρίζω","viap3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
