"book","chapter","verse","edition","unique_id","text","nltext","bgmtext","lemma","bgmpos"
"Ev","7","50","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",904,"σέσωκέν","σέσωκέν","σῴζω@vixa3s","σῴζω","vixa3s"
"Ev","7","50","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",905,"σε","σε","σύ@rpa-s","σύ","rpa-s"
"Ev","7","50","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",906,".",".",".",".","."
"Ev","8","2","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",907,"γυναῖκες","γυναῖκες","γυνή@nnfpc","γυνή","nnfpc"
"Ev","8","2","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",908,",",",",",",",",","
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",909,"γυνή","γυνή","γυνή@nnfsc","γυνή","nnfsc"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",910,"ἐπιτρόπου","ἐπιτρόπου","ἐπίτροπος@ngmsc","ἐπίτροπος","ngmsc"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",911,"Ἡρώδου","Ἡρώδου","Ἡρῴδης@ngmsp","Ἡρῴδης","ngmsp"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",912,",",",",",",",",","
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",913,"αἵτινες","αἵτινες","ὅστις@rrnfp","ὅστις","rrnfp"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",914,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",915,"διηκόνουν","διηκόνουν","διακονέω@viia3p","διακονέω","viia3p"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",916,"αὐτῷ","αὐτῷ","αὐτός@rpdms","αὐτός","rpdms"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",917,"ἀπὸ","ἀπὸ","ἀπό@pg","ἀπό","pg"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",918,"τῶν","τῶν","ὁ@dgnp","ὁ","dgnp"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",919,"ὑπαρχόντων","ὑπαρχόντων","ὑπάρχω@vppagnp","ὑπάρχω","vppagnp"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",920,"αὐταῖς","αὐταῖς","αὐτός@rpdfp","αὐτός","rpdfp"
"Ev","8","3","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",921,".",".",".",".","."
"Ev","8","4","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",922,"διὰ","διὰ","διά@pg","διά","pg"
"Ev","8","4","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",923,"παραβολῆς","παραβολῆς","παραβολή@ngfsc","παραβολή","ngfsc"
"Ev","8","4","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",924,".",".",".",".","."
"Ev","8","8","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",925,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","8","8","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",926,"ἔχων","ἔχων","ἔχω@vppanms","ἔχω","vppanms"
"Ev","8","8","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",927,"ὦτα","ὦτα","οὖς@nanpc","οὖς","nanpc"
"Ev","8","8","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",928,"ἀκουέτω","ἀκουέτω","ἀκούω@vdpa3s","ἀκούω","vdpa3s"
"Ev","8","8","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",929,".",".",".",".","."
"Ev","8","16","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",930,"οὐδείς","οὐδείς","οὐδείς@rinms","οὐδείς","rinms"
"Ev","8","16","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",931,"λύχνον","λύχνον","λύχνος@namsc","λύχνος","namsc"
"Ev","8","16","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",932,"καλύπτει","καλύπτει","καλύπτω@vipa3s","καλύπτω","vipa3s"
"Ev","8","16","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",933,".",".",".",".","."
"Ev","8","17","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",934,"κρυπτόν","κρυπτόν","κρυπτός@annnsn","κρυπτός","annnsn"
"Ev","8","17","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",935,"φανερὸν","φανερὸν","φανερός@annnsn","φανερός","annnsn"
"Ev","8","17","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",936,"γενήσεται","γενήσεται","γίνομαι@vifm3s","γίνομαι","vifm3s"
"Ev","8","17","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",937,".",".",".",".","."
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",938,"βλέπετε","βλέπετε","βλέπω@vdpa2p","βλέπω","vdpa2p"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",939,"πῶς","πῶς","πῶς@b","πῶς","b"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",940,"ἀκούετε","ἀκούετε","ἀκούω@vipa2p","ἀκούω","vipa2p"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",941,"·","·","·","·","·"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",942,"ὅς","ὅς","ὅς@rrnms","ὅς","rrnms"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",943,"ἂν","ἂν","ἄν@x","ἄν","x"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",944,"ἔχῃ","ἔχῃ","ἔχω@vspa3s","ἔχω","vspa3s"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",945,"δοθήσεται","δοθήσεται","δίδωμι@vifp3s","δίδωμι","vifp3s"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",946,"αὐτῷ","αὐτῷ","αὐτός@rpdms","αὐτός","rpdms"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",947,"·","·","·","·","·"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",948,"καί","καί","καί@cc","καί","cc"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",949,"ὃς","ὃς","ὅς@rrnms","ὅς","rrnms"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",950,"ἂν","ἂν","ἄν@x","ἄν","x"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",951,"μὴ","μὴ","μή@x","μή","x"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",952,"ἔχῃ","ἔχῃ","ἔχω@vspa3s","ἔχω","vspa3s"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",953,",",",",",",",",","
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",954,"καὶ","καὶ","καί@b","καί","b"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",955,"ὃ","ὃ","ὅς@rrans","ὅς","rrans"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",956,"δοκεῖ","δοκεῖ","δοκέω@vipa3s","δοκέω","vipa3s"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",957,"ἔχειν","ἔχειν","ἔχω@vnpa","ἔχω","vnpa"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",958,"ἀρθήσεται","ἀρθήσεται","αἴρω@vifp3s","αἴρω","vifp3s"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",959,"ἀπ᾽","ἀπὸ","ἀπό@pg","ἀπό","pg"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",960,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","8","18","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",961,".",".",".",".","."
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",962,"ἀπηγγέλω","ἀπηγγέλω","ἀπαγγέλλω@viap3s","ἀπαγγέλλω","viap3s"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",963,"αὐτῷ","αὐτῷ","αὐτός@rpdms","αὐτός","rpdms"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",964,"ἡ","ἡ","ὁ@dnfs","ὁ","dnfs"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",965,"μήτηρ","μήτηρ","μήτηρ@nnfsc","μήτηρ","nnfsc"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",966,"σου","σου","σύ@rpg-s","σύ","rpg-s"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",967,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",968,"οἱ","οἱ","ὁ@dnmp","ὁ","dnmp"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",969,"ἀδελφοί","ἀδελφοί","ἀδελφός@nnmpc","ἀδελφός","nnmpc"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",970,"σου","σου","σύ@rpg-s","σύ","rpg-s"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",971,"ἔξω","ἔξω","ἔξω@b","ἔξω","b"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",972,"ἐστήκασιν","ἐστήκασιν","ἵστημι@vixa3p","ἵστημι","vixa3p"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",973,"ἰδεῖν","ἰδεῖν","ὁράω@vnaa","ὁράω","vnaa"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",974,"θέλοντές","θέλοντές","θέλω@vppanmp","θέλω","vppanmp"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",975,"σε","σε","σύ@rpa-s","σύ","rpa-s"
"Ev","8","20","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",976,".",".",".",".","."
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",977,"τίς","τίς","τίς@rqnfs","τίς","rqnfs"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",978,"μοι","μοι","ἐγώ@rpd-s","ἐγώ","rpd-s"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",979,"μήτηρ","μήτηρ","μήτηρ@nnfsc","μήτηρ","nnfsc"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",980,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",981,"τίνες","τίνες","τίς@rqnmp","τίς","rqnmp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",982,"μοι","μοι","ἐγώ@rpd-s","ἐγώ","rpd-s"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",983,"ἀδελφοί","ἀδελφοί","ἀδελφός@nnmpc","ἀδελφός","nnmpc"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",984,",",",",",",",",","
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",985,"εἰ","εἰ","εἰ@cs","εἰ","cs"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",986,"μὴ","μὴ","μή@x","μή","x"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",987,"οἱ","οἱ","ὁ@dnmp","ὁ","dnmp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",988,"τοὺς","τοὺς","ὁ@damp","ὁ","damp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",989,"λόγους","λόγους","λόγος@nampc","λόγος","nampc"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",990,"μου","μου","ἐγώ@rpg-s","ἐγώ","rpg-s"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",991,"ἀκούοντες","ἀκούοντες","ἀκούω@vppanmp","ἀκούω","vppanmp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",992,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",993,"ποιοῦντες","ποιοῦντες","ποιέω@vppanmp","ποιέω","vppanmp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",994,"αὐτούς","αὐτούς","αὐτός@rpamp","αὐτός","rpamp"
"Ev","8","21","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",995,".",".",".",".","."
"Ev","8","22","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",996,"διέλθωμεν","διέλθωμεν","διέρχομαι@vsaa1p","διέρχομαι","vsaa1p"
"Ev","8","22","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",997,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","8","22","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",998,"τὸ","τὸ","ὁ@dans","ὁ","dans"
"Ev","8","22","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",999,"πέραν","πέραν","πέραν@b","πέραν","b"
"Ev","8","22","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1000,".",".",".",".","."
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1001,"πλεόντων","πλεόντων","πλέω@vppagmp","πλέω","vppagmp"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1002,"δέ","δέ","δέ@cc","δέ","cc"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1003,"αὐτῶν","αὐτῶν","αὐτός@rpgmp","αὐτός","rpgmp"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1004,"ἀφύπνωσεν","ἀφύπνωσεν","ἀφυπνόω@viaa3s","ἀφυπνόω","viaa3s"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1005,",",",",",",",",","
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1006,"λαῖλαψ","λαῖλαψ","λαῖλαψ@nnfsc","λαῖλαψ","nnfsc"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1007,"ἀνέμου","ἀνέμου","ἄνεμος@ngmsc","ἄνεμος","ngmsc"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1008,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1009,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1010,"λίμνην","λίμνην","λίμνη@nafsc","λίμνη","nafsc"
"Ev","8","23","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1011,".",".",".",".","."
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1012,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1013,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1014,"ἐγερθεὶς","ἐγερθεὶς","ἐγείρω@vpapnms","ἐγείρω","vpapnms"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1015,"ἐπετίμησε","ἐπετίμησε","ἐπιτιμάω@viaa3s","ἐπιτιμάω","viaa3s"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1016,"τῷ","τῷ","ὁ@ddms","ὁ","ddms"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1017,"ἀνέμῳ","ἀνέμῳ","ἄνεμος@ndmsc","ἄνεμος","ndmsc"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1018,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1019,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1020,"θαλάσσῃ","θαλάσσῃ","θάλασσα@ndfsc","θάλασσα","ndfsc"
"Ev","8","24","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1021,".",".",".",".","."
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1022,"·","·","·","·","·"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1023,"τίς","τίς","τίς@rqnms","τίς","rqnms"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1024,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1025,"οὗτός","οὗτός","οὗτος@rdnms","οὗτος","rdnms"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1026,"ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1027,",",",",",",",",","
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1028,"ὅς","ὅς","ὅς@rrnms","ὅς","rrnms"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1029,"καί","καί","καί@cc/b","καί","cc/b"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1030,"τοῖς","τοῖς","ὁ@ddmp","ὁ","ddmp"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1031,"ἀνέμοις","ἀνέμοις","ἄνεμος@ndmpc","ἄνεμος","ndmpc"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1032,"καὶ","καὶ","καί@cc","καί","cc"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1033,"τῇ","τῇ","ὁ@ddfs","ὁ","ddfs"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1034,"θαλάσσῃ","θαλάσσῃ","θάλασσα@ndfsc","θάλασσα","ndfsc"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1035,"ἐπιτάσσει","ἐπιτάσσει","ἐπιτάσσω@vipa3s","ἐπιτάσσω","vipa3s"
"Ev","8","25","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1036,";",";",";",";",";"
"Ev","8","27","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1037,"ἀνήρ","ἀνήρ","ἀνήρ@nnmsc","ἀνήρ","nnmsc"
"Ev","8","27","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1038,"δαιμόνια","δαιμόνια","δαιμόνιον@nanpc","δαιμόνιον","nanpc"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1039,"·","·","·","·","·"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1040,"Ἰησοῦ","Ἰησοῦ","Ἰησοῦς@nvmsp","Ἰησοῦς","nvmsp"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1041,"υἱὲ","υἱὲ","υἱός@nvmsc","υἱός","nvmsc"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1042,"τοῦ","τοῦ","ὁ@dgms","ὁ","dgms"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1043,"θεοῦ","θεοῦ","θεός@ngmsc","θεός","ngmsc"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1044,",",",",",",",",","
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1045,"μή","μή","μή@x","μή","x"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1046,"με","με","ἐγώ@rpa-s","ἐγώ","rpa-s"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1047,"βασανίσῃς","βασανίσῃς","βασανίζω@vsaa2s","βασανίζω","vsaa2s"
"Ev","8","28","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1048,".",".",".",".","."
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1049,"·","·","·","·","·"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1050,"τί","τί","τίς@aqnnsn","τίς","aqnnsn"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1051,"σοί","σοί","σύ@rpd-s","σύ","rpd-s"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1052,"ἐστὶν","ἐστὶν","εἰμί@vipa3s","εἰμί","vipa3s"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1053,"ὄνομα","ὄνομα","ὄνομα@nnnsc","ὄνομα","nnnsc"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1054,";",";",";",";",";"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1055,"ὁ","ὁ","ὁ@dnms","ὁ","dnms"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1056,"δὲ","δὲ","δέ@cc","δέ","cc"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1057,"εἶπε","εἶπε","λέγω@viaa3s","λέγω","viaa3s"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1058,"·","·","·","·","·"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1059,"λεγεών","λεγεών","λεγιών@nnfsc","λεγιών","nnfsc"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1060,",",",",",",",",","
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1061,"δαιμόνια","δαιμόνια","δαιμόνιον@nnnpc","δαιμόνιον","nnnpc"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1062,"πολλά","πολλά","πολύς@annnpn","πολύς","annnpn"
"Ev","8","30","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1063,".",".",".",".","."
"Ev","8","31","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1064,"παρεκάλουν","παρεκάλουν","παρακαλέω@viia3p","παρακαλέω","viia3p"
"Ev","8","31","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1065,"εἰς","εἰς","εἰς@pa","εἰς","pa"
"Ev","8","31","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1066,"τὴν","τὴν","ὁ@dafs","ὁ","dafs"
"Ev","8","31","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1067,"ἄβυσσον","ἄβυσσον","ἄβυσσος@nafsc","ἄβυσσος","nafsc"
"Ev","8","31","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1068,".",".",".",".","."
"Ev","8","32","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1069,"ἐπέτρεψεν","ἐπέτρεψεν","ἐπιτρέπω@viaa3s","ἐπιτρέπω","viaa3s"
"Ev","8","32","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1070,"αὐτοῖς","αὐτοῖς","αὐτός@rpdnp","αὐτός","rpdnp"
"Ev","8","32","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1071,",",",",",",",",","
"Ev","8","42b","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1072,"συνέπνιγον","συνέπνιγον","συμπνίγω@viia3p","συμπνίγω","viia3p"
"Ev","8","42b","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1073,"αὐτόν","αὐτόν","αὐτός@rpams","αὐτός","rpams"
"Ev","8","42b","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1074,"οἱ","οἱ","ὁ@dnmp","ὁ","dnmp"
"Ev","8","42b","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1075,"ὄχλοι","ὄχλοι","ὄχλος@nnmpc","ὄχλος","nnmpc"
"Ev","8","42b","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1076,".",".",".",".","."
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1077,"γυνὴ","γυνὴ","γυνή@nnfsc","γυνή","nnfsc"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1078,"τις","τις","τὶς@ainfsn","τὶς","ainfsn"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1079,"οὖσα","οὖσα","εἰμί@vppanfs","εἰμί","vppanfs"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1080,"ἐν","ἐν","ἐν@pd","ἐν","pd"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1081,"ῥύσει","ῥύσει","ῥύσις@ndfsc","ῥύσις","ndfsc"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1082,"αἵματος","αἵματος","αἷμα@ngnsc","αἷμα","ngnsc"
"Ev","8","43","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1083,".",".",".",".","."
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1084,"ἥψατο","ἥψατο","ἅπτω@viam3s","ἅπτω","viam3s"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1085,"τοῦ","τοῦ","ὁ@dgns","ὁ","dgns"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1086,"ἱματίου","ἱματίου","ἱμάτιον@ngnsc","ἱμάτιον","ngnsc"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1087,"αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1088,",",",",",",",",","
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1089,"ἔστη","ἔστη","ἵστημι@viaa3s","ἵστημι","viaa3s"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1090,"ἡ","ἡ","ὁ@dnfs","ὁ","dnfs"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1091,"ῥύσις","ῥύσις","ῥύσις@nnfsc","ῥύσις","nnfsc"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1092,"τοῦ","τοῦ","ὁ@dgns","ὁ","dgns"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1093,"αἵματος","αἵματος","αἷμα@ngnsc","αἷμα","ngnsc"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1094,"αὐτῆς","αὐτῆς","αὐτός@rpgfs","αὐτός","rpgfs"
"Ev","8","44","urn:cts:greekLit:tlg2958.tlg00206-src-grc1",1095,".",".",".",".","."
