"Work","Chapter","Verse","Version","Script" 
"Gal","05","11","03AH","[ἐγώ@rpn-s δέ@cc ἀδελφός@nvmpc εἰ@cs περιτομή@nafsc ἔτι@b κηρύσσω@vipa1s τίς@rqans ἔτι@b διώκω@vipp1s ἄρα@x καταργέω@vixp3s ὁ@dnns σκάνδαλον@nnnsc ὁ@dgms σταυρός@ngmsc]" 
"Gal","05","12","03AH","ὄφελον@x καί@b ἀποκόπτω@vifm3p ὁ@dnmp ἀναστατόω@vppanmp σύ@rpa-p" 
"Gal","05","13","03AH","[σύ@rpn-p γάρ@cc ἐπί@pd ἐλευθερία@ndfsc καλέω@viap2p ἀδελφός@nvmpc μόνος@b μή@x ὁ@dafs ἐλευθερία@nafsc εἰς@pa ἀφορμή@nafsc ὁ@ddfs σάρξ@ndfsc ἀλλά@cc διά@pg ὁ@dgfs ἀγάπη@ngfsc δουλεύω@vdpa2p ἀλλήλων@redmp]" 
"Gal","05","14","03AH","ὁ@dnms γάρ@cc πᾶς@ainmsn νόμος@nnmsc ἐν@pd σύ@rpd-p πληρόω@vixp3s ἀγαπάω@vifa2s ὁ@dams πλησίον@b σύ@rpg-s ὡς@cs σεαυτοῦ@rxams" 
"Gal","05","15","03AH","[εἰ@cs δέ@cc ἀλλήλων@reamp δάκνω@vipa2p καί@cc κατεσθίω@vipa2p βλέπω@vdpa2p μή@x ὑπό@pg ἀλλήλων@regmp ἀναλίσκω@vsap2p]" 
"Gal","05","16","03AH","[λέγω@vipa1s δέ@cc πνεῦμα@ndnsc περιπατέω@vdpa2p καί@cc ἐπιθυμία@nafsc σάρξ@ngfsc οὐ@b μή@x τελέω@vsaa2p]" 
"Gal","05","17","03AH","[ὁ@dnfs γάρ@cc σάρξ@nnfsc ἐπιθυμέω@vipa3s κατά@pg ὁ@dgns πνεῦμα@ngnsc ὁ@dnns δέ@cc πνεῦμα@nnnsc κατά@pg ὁ@dgfs σάρξ@ngfsc οὗτος@rdnnp γάρ@cc ἀλλήλων@rednp ἀντίκειμαι@vipm3s ἵνα@cs μή@x ὅς@rranp ἐάν@x θέλω@vspa2p οὗτος@rdanp ποιέω@vspa2p]" 
"Gal","05","18","03AH","[εἰ@cs δέ@cc πνεῦμα@ndnsc ἄγω@vipp2p οὐ@b εἰμί@vipa2p ὑπό@pa νόμος@namsc]" 
"Gal","05","19","03AH","φανερός@annnpn δέ@cc εἰμί@vipa3s ὁ@dnnp ἔργον@nnnpc ὁ@dgfs σάρξ@ngfsc ὅστις@rrnnp εἰμί@vipa3s πορνεία@nnfsc ἀκαθαρσία@nnfsc ἀσέλγεια@nnfsc" 
"Gal","05","20","03AH","εἰδωλολατρία@nnfsc φαρμακεία@nnfsc ἔχθρα@nnfpc ἔρις@nnfpc ζῆλος@nnmpc θυμός@nnmpc ἐριθεία@nnfpc διχοστασία@nnfpc αἵρεσις@nnfpc" 
"Gal","05","21","03AH","φθόνος@nnmpc μέθη@nnfpc κῶμος@nnmpc [] ὅς@rranp προλέγω@vipa1s σύ@rpd-p καθώς@cs καί@b προλέγω@viaa1s ὅτι@cs ὁ@dnmp ὁ@danp τοιοῦτος@adanpn πράσσω@vppanmp βασιλεία@nafsc θεός@ngmsc οὐ@b κληρονομέω@vifa3p" 
"Gal","05","22","03AH","[ὁ@dnms δέ@cc καρπός@nnmsc ὁ@dgns πνεῦμα@ngnsc εἰμί@vipa3s ἀγάπη@nnfsc χαρά@nnfsc εἰρήνη@nnfsc μακροθυμία@nnfsc χρηστότης@nnfsc ἀγαθωσύνη@nnfsc πίστις@nnfsc]" 
"Gal","05","23","03AH","[πραΰτης@nnfsc ἐγκράτεια@nnfsc κατά@pg ὁ@dgnp τοιοῦτος@adgnpn οὐ@b εἰμί@vipa3s νόμος@nnmsc]" 
"Gal","05","24","03AH","ὁ@dnmp δέ@cc ὁ@dgms Χριστός@ngmsp ὁ@dafs σάρξ@nafsc σταυρόω@viaa3p σύν@pd ὁ@ddnp πάθημα@ndnpc καί@cc ὁ@ddfp ἐπιθυμία@ndfpc" 
"Gal","05","25","03AH","[εἰ@cs ζάω@vipa1p πνεῦμα@ndnsc πνεῦμα@ndnsc καί@b στοιχέω@vspa1p]" 
"Gal","05","26","03AH","[μή@x γίνομαι@vspm1p κενόδοξος@annmpn ἀλλήλων@reamp προκαλέω@vppmnmp ἀλλήλων@redmp φθονέω@vppanmp]" 
"Gal","06","02","03AH","ἀλλήλων@regmp ὁ@danp βάρος@nanpc βαστάζω@vdpa2p καί@cc οὕτω@b ἀναπληρόω@vifa2p ὁ@dams νόμος@namsc ὁ@dgms Χριστός@ngmsp" 
"Gal","06","06","03AH","κοινωνέω@vdpa3s δέ@cc ὁ@dnms κατηχέω@vpppnms ὁ@dams λόγος@namsc ὁ@ddms κατηχέω@vppadms ἐν@pd πᾶς@aidnpn ἀγαθός@andnpn" 
"Gal","06","07","03AH","πλανάω@vipp2p θεός@nnmsc οὐ@b μυκτηρίζω@vipp3s ὅς@rranp γάρ@cc ἐάν@x σπείρω@vsaa3s ἄνθρωπος@nnmsc οὗτος@rdanp καί@b θερίζω@vifa3s" 
"Gal","06","08","03AH","()" 
"Gal","06","09","03AH","ὁ@dans δέ@cc καλός@anansn ποιέω@vppanmp μή@x ἐγκακέω@vspa1p καιρός@ndmsc δέ@cc ἴδιος@andmsn θερίζω@vifa1p" 
"Gal","06","10","03AH","ὡς@cs ἔχω@vipa1p καιρός@namsc ἐργάζομαι@vspm1p ὁ@dans ἀγαθός@anansn" 
"Gal","06","13a","03AH","οὐδέ@b γάρ@cc ὁ@dnmp περιτέμνω@vpppnmp αὐτός@rtnmp νόμος@namsc φυλάσσω@vipa3p" 
"Gal","06","14b","03AH","ἐγώ@rpd-s κόσμος@nnmsc σταυρόω@vixp3s καί@cc ἐγώ@rpn-s κόσμος@ndmsc" 
"Gal","06","17","03AH","ὁ@dgnp δέ@cc ἄλλος@aignpn εἰκῇ@b κόπος@nampc ἐγώ@rpd-s μηδείς@rinms παρέχω@vdpa3s ἐγώ@rpn-s γάρ@cc ὁ@danp στίγμα@nanpc ὁ@dgms Χριστός@ngmsp ἐν@pd ὁ@ddns σῶμα@ndnsc ἐγώ@rpg-s βαστάζω@vipa1s" 
"1Cr","00","00","03AH","πρός@pa Κορίνθιος@nampp α᾽@ac---n" 
"1Cr","01","01","03AH","[Παῦλος@nnmsp κλητός@annmsn ἀπόστολος@nnmsc Χριστός@ngmsp Ἰησοῦς@ngmsp διά@pg θέλημα@ngnsc θεός@ngmsc καί@cc Σωσθένης@nnmsp ὁ@dnms ἀδελφός@nnmsc]" 
"1Cr","01","02","03AH","[ὁ@ddfs ἐκκλησία@ndfsc ὁ@dgms θεός@ngmsc ὁ@ddfs εἰμί@vppadfs ἐν@pd Κόρινθος@ndfsp ἁγιάζω@vpxpdmp ἐν@pd Χριστός@ndmsp Ἰησοῦς@ndmsp κλητός@andmpn ἅγιος@andmpn σύν@pd πᾶς@aidmpn ὁ@ddmp ἐπικαλέω@vppmdmp ὁ@dans ὄνομα@nansc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp Χριστός@ngmsp ἐν@pd πᾶς@aidmsn τόπος@ndmsc αὐτός@rpgmp καί@cc ἐγώ@rpg-p]" 
"1Cr","01","03","03AH","χάρις@nnfsc καί@cc εἰρήνη@nnfsc ἀπό@pg θεός@ngmsc πατήρ@ngmsc ἐγώ@rpg-p καί@cc κύριος@ngmsc Ἰησοῦς@ngmsp" 
"1Cr","01","11","03AH","(ἀκούω@vixe3s ἐγώ@rpd-s) [] ὑπό@pg ὁ@dgmp Χλόη@ngfsp ὅτι@cs ἔρις@nnfpc εἰμί@vipa3p ἐν@pd σύ@rpd-p" 
"1Cr","01","12","03AH","ὅς@rrnms μέν@x γάρ@cc λέγω@vipa3s ἐγώ@rpn-s μέν@x εἰμί@vipa1s Παῦλος@ngmsp ἐγώ@rpn-s δέ@cc Ἀπολλῶς@ngmsp ἐγώ@rpn-s δέ@cc Κηφᾶς@ngmsp" 
"1Cr","01","13","03AH","μερίζω@vixp3s ὁ@dnms Χριστός@nnmsp" 
"1Cr","01","18","03AH","(ὁ@dnms λόγος@nnmsc γάρ@cc ὁ@dnms ὁ@dgms σταυρός@ngmsc) [] ὁ@ddmp μέν@x ἀπόλλυμι@vppedmp μωρία@nnfsc εἰμί@vipa3s ὁ@ddmp δέ@cc σῴζω@vpppdmp δύναμις@nnfsc καί@cc σοφία@nnfsc θεός@ngmsc εἰμί@vipa3s" 
"1Cr","01","19","03AH","γράφω@vixp3s γάρ@cc ἀπόλλυμι@vifa1s ὁ@dafs σοφία@nafsc ὁ@dgmp σοφός@angmpn καί@cc ὁ@dafs σύνεσις@nafsc ὁ@dgmp συνετός@angmpn ἀθετέω@vifa1s" 
"1Cr","01","20b","03AH","οὐχί@b μωραίνω@viaa3s ὁ@dnms θεός@nnmsc ὁ@dafs σοφία@nafsc ὁ@dgms κόσμος@ngmsc" 
"1Cr","01","21","03AH","ἐπειδή@cs ἐν@pd ὁ@ddfs σοφία@ndfsc ὁ@dgms θεός@ngmsc οὐ@b γινώσκω@viaa3s ὁ@dnms κόσμος@nnmsc διά@pg ὁ@dgfs σοφία@ngfsc ὁ@dams κύριος@namsc εὐδοκέω@viaa3s ὁ@dnms θεός@nnmsc διά@pg ὁ@dgfs μωρία@ngfsc ὁ@dgns κήρυγμα@ngnsc σῴζω@vnaa ὁ@damp πιστεύω@vppaamp" 
"1Cr","01","22","03AH","ἐπειδή@cs Ἰουδαῖος@annmpn σημεῖον@nanpc αἰτέω@vipa3p καί@cc Ἕλλην@nnmpp σοφία@nafsc ζητέω@vipa3p" 
"1Cr","01","23","03AH","κηρύσσω@vipa1p Χριστός@namsp σταυρός@nnmsc μωρία@nnfsc σκάνδαλον@nnnsc Ἰουδαῖος@andmpn" 
"1Cr","01","24","03AH","[αὐτός@rpdmp δέ@cc ὁ@ddmp κλητός@andmpn Ἰουδαῖος@andmpn τέ@cc καί@cc Ἕλλην@ndmpp Χριστός@namsp θεός@ngmsc δύναμις@nafsc καί@cc θεός@ngmsc σοφία@nafsc]" 
"1Cr","01","25","03AH","(ὅτι@cs) ὁ@dnns μωρός@annnsn ὁ@dgms θεός@ngmsc σοφός@annnsc ὁ@dgmp ἄνθρωπος@ngmpc (εἰμί@vipa3s) (καί@cc) ὁ@dnns ἀσθενής@annnsn ὁ@dgms θεός@ngmsc ἰσχυρός@annnsc ὁ@dgmp ἄνθρωπος@ngmpc" 
"1Cr","01","27","03AH","(ἀλλά@cc) ὁ@danp μωρός@ananpn ὁ@dgms κόσμος@ngmsc ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc ἵνα@cs καταισχύνω@vspa3s ὁ@danp σοφός@ananpn καί@cc ὁ@danp ἀσθενής@ananpn ὁ@dgms κόσμος@ngmsc ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc ἵνα@cs καταισχύνω@vspa3s ὁ@danp ἰσχυρός@ananpn" 
"1Cr","01","28","03AH","καί@cc ὁ@danp ἀγενής@ananpn καί@cc ὁ@danp ἐλαχύς@ananps καί@cc ὁ@danp ἐξουθενέω@vpxpanp (ἐκλέγω@viam3s ὁ@dnms θεός@nnmsc) ὁ@danp μή@x εἰμί@vppaanp ἵνα@cs ὁ@danp εἰμί@vppaanp καταργέω@vsaa3s" 
"1Cr","01","29","03AH","ὅπως@cs μή@x καυχάομαι@vsam3s πᾶς@ainfsn σάρξ@nnfsc" 
"1Cr","01","31","03AH","ἵνα@cs καθώς@cs γράφω@vixp3s ὁ@dnms καυχάομαι@vppmnms ἐν@pd (κύριος@ndmsc) [] καυχάομαι@vdpm3s" 
"1Cr","02","06a","03AH","σοφία@nafsc λαλέω@vipa1p ἐν@pd ὁ@ddmp τέλειος@andmpn" 
"1Cr","02","06b","03AH","ὁ@dgmp ἄρχων@ngmpc ὁ@dgms αἰών@ngmsc οὗτος@rdgms ὁ@dgmp καταργέω@vpppgmp" 
"1Cr","02","07","03AH","(λαλέω@vipa1p) θεός@ngmsc σοφία@nafsc ἐν@pd μυστήριον@ndnsc ὁ@dafs ἀποκρύπτω@vpxpafs ὅς@rrafs προορίζω@viaa3s ὁ@dnms θεός@nnmsc πρό@pg ὁ@dgmp αἰών@ngmpc εἰς@pa δόξα@nafsc ἐγώ@rpg-p" 
"1Cr","02","08","03AH","ὅς@rrafs οὐδείς@rinms ὁ@dgmp ἄρχων@ngmpc ὁ@dgms αἰών@ngmsc οὗτος@rdgms γινώσκω@vixa3s εἰ@cs γάρ@cc γινώσκω@viaa3p οὐ@b ἄν@x ὁ@dams κύριος@namsc ὁ@dgfs δόξα@ngfsc σταυρόω@viaa3p" 
"1Cr","02","16","03AH","τίς@rqnms γάρ@cc γινώσκω@viaa3s νοῦς@namsc κύριος@ngmsc (καί@cc τίς@rqnms αὐτός@rpgms σύμβουλος@nnmsc γίνομαι@viam3s) [];" 
"1Cr","03","06","03AH","[ἐγώ@rpn-s φυτεύω@viaa1s Ἀπολλῶς@nnmsp ποτίζω@viaa3s ἀλλά@cc ὁ@dnms θεός@nnmsc αὐξάνω@viia3s]" 
"1Cr","03","10","03AH","ὡς@cs σοφός@annmsn ἀρχιτέκτων@nnmsc θεμέλιος@namsc τίθημι@viaa1s" 
"1Cr","03","11","03AH","θεμέλιος@namsc ἄλλος@aiamsn οὐδείς@rinms [δύναμαι@vipm3s τίθημι@vnaa παρά@pa ὁ@dams κεῖμαι@vpppams] ὅς@rrnms εἰμί@vipa3s Χριστός@nnmsp" 
"1Cr","03","12","03AH","()" 
"1Cr","03","13","03AH","()" 
"1Cr","03","14","03AH","()" 
"1Cr","03","15","03AH","()" 
"1Cr","03","16","03AH","οὐ@b οἶδα@vixa2p ὅτι@cs ναός@nnmsc θεός@ngmsc εἰμί@vipa2p καί@cc ἐν@pd σύ@rpd-p οἰκέω@vipa3s ὁ@dnns πνεῦμα@nnnsc ὁ@dgms θεός@ngmsc;" 
"1Cr","03","17","03AH","ὅτι@cs εἰ@cs ὁ@dams ναός@namsc ὁ@dgms θεός@ngmsc τὶς@rinms φθείρω@vipa3s φθείρω@vifp3s" 
"1Cr","03","18","03AH","()" 
"1Cr","03","19","03AH","ὁ@dnfs γάρ@cc σοφία@nnfsc ὁ@dgms κόσμος@ngmsc οὗτος@rdgms μωρία@nnfsc εἰμί@vipa3s παρά@pd ὁ@ddms θεός@ndmsc γράφω@vixp3s γάρ@cc ὁ@dnms δράσσομαι@vppmnms ὁ@damp σοφός@anampn ἐν@pd ὁ@ddfs πανουργία@ndfsc αὐτός@rpgmp" 
"1Cr","03","20","03AH","καί@cc πάλιν@b κύριος@nnmsc γινώσκω@vipa3s ὁ@damp διαλογισμός@nampc ὁ@dgmp (ἄνθρωπος@ngmpc) [] ὅτι@cs εἰμί@vipa3p μάταιος@annmpn" 
"1Cr","03","21","03AH","ὥστε@cs μηδείς@rinms καυχάομαι@vdpm3s ἐν@pd ἄνθρωπος@ndmsc πᾶς@ainnpn γάρ@cc σύ@rpg-p εἰμί@vipa3s" 
"1Cr","03","22","03AH","εἴτε@cc Παῦλος@nnmsp εἴτε@cc Ἀπολλῶς@nnmsp εἴτε@cc Κηφᾶς@nnmsp εἴτε@cc κόσμος@nnmsc εἴτε@cc ζωή@nnfsc εἴτε@cc θάνατος@nnmsc εἴτε@cc ἐνίστημι@vpxannp εἴτε@cc μέλλω@vppannp πᾶς@ainnpn σύ@rpg-p" 
"1Cr","03","23","03AH","σύ@rpn-p δέ@cc Χριστός@ngmsp Χριστός@nnmsp δέ@cc θεός@ngmsc" 
"1Cr","04","05","03AH","καί@cc ὁ@danp κρυπτός@ananpn ὁ@dgns σκότος@ngnsc φωτίζω@vifa3s [καί@cc φανερόω@vifa3s ὁ@dafp βουλή@nafpc ὁ@dgfp καρδία@ngfpc καί@cc τότε@b] ὁ@dnms ἔπαινος@nnmsc γίνομαι@vifm3s ἕκαστος@aidmsn ἀπό@pg ὁ@dgms θεός@ngmsc" 
"1Cr","04","09b","03AH","θέατρον@nnnsc γίνομαι@viap1p ὁ@ddms κόσμος@ndmsc καί@cc ἄγγελος@ndmpc καί@cc ἄνθρωπος@ndmpc" 
"1Cr","04","15","03AH","() ἐν@pd εὐαγγέλιον@ndnsc ἐγώ@rpn-s σύ@rpa-p γεννάω@viaa1s" 
"1Cr","05","01","03AH","()" 
"1Cr","05","03","03AH","ἐγώ@rpn-s μέν@x γάρ@cc ὡς@cs ἄπειμι@vppanms ὁ@ddns σῶμα@ndnsc πάρειμι@vppanms δέ@cc ὁ@ddns πνεῦμα@ndnsc ἤδη@b κρίνω@vixa1s ὡς@cs πάρειμι@vppanms ὁ@dams οὕτω@b οὗτος@rdans κατεργάζομαι@vpamams" 
"1Cr","05","04","03AH","ἐν@pd ὁ@ddns ὄνομα@ndnsc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp Χριστός@ngmsp συνάγω@vpapgmp σύ@rpg-p καί@cc ὁ@dgns ἐμός@asgnsn πνεῦμα@ngnsc σύν@pd ὁ@ddfs δύναμις@ndfsc ὁ@dgms κύριος@ngmsc ἐγώ@rpg-p Ἰησοῦς@ngmsp" 
"1Cr","05","05","03AH","παραδίδωμι@vnaa ὁ@dams τοιοῦτος@adamsn ὁ@ddms σατανᾶς@ndmsp εἰς@pa ὄλεθρος@namsc ὁ@dgfs σάρξ@ngfsc ἵνα@cs ὁ@dnns πνεῦμα@nnnsc σῴζω@vsap3s ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@dgms κύριος@ngmsc" 
"1Cr","05","07","03AH","ἐκκαθαίρω@vdaa2p ὁ@dafs παλαιός@anafsn ζύμη@nafsc ἵνα@cs εἰμί@vspa2p νέος@annnsn φύραμα@nnnsc καθώς@cs εἰμί@vipa2p ἄζυμος@annmpn καί@b γάρ@cc ὁ@dnns πάσχα@nnnsc ἐγώ@rpg-p θύω@viap3s Χριστός@nnmsp" 
"1Cr","05","11","03AH","() μηδέ@x συνεσθίω@vnpa" 
"1Cr","05","13","03AH","() ἐξαίρω@vdaa2p ὁ@dams πονηρός@anamsn ἐκ@pg σύ@rpg-p" 
"1Cr","06","03","03AH","ἄγγελος@nampc κρίνω@vifa1p" 
"1Cr","06","11","03AH","ἀλλά@cc οὗτος@rdnnp τὶς@rinmp εἰμί@viia2p ἀλλά@cc ἀπολούω@viam2p" 
"1Cr","06","13","03AH","σῶμα@nnnsc οὐ@b ὁ@ddfs πορνεία@ndfsc ἀλλά@cc ὁ@ddms κύριος@ndmsc καί@cc ὁ@dnms κύριος@nnmsc ὁ@ddns σῶμα@ndnsc ὡς@cs ὁ@dnms ναός@nnmsc ὁ@ddms θεός@ndmsc καί@cc ὁ@dnms θεός@nnmsc ὁ@ddms ναός@ndmsc" 
"1Cr","06","14","03AH","() ὅς@rrnms ὁ@dams κύριος@namsc ἐγείρω@viaa3s καί@cc σύ@rpa-p ἐξεγείρω@vifa3s" 
"1Cr","06","15","03AH","οὐ@b οἶδα@vixa2p ὅτι@cs ὁ@dnnp σῶμα@nnnpc σύ@rpg-p μέλος@nnnpc Χριστός@ngmsp εἰμί@vipa3s αἴρω@vpaanms οὖν@cc ὁ@danp μέλος@nanpc ὁ@dgms Χριστός@ngmsp ποιέω@vsaa1s πόρνη@ngfsc μέλος@nanpc μή@x γίνομαι@voam3s" 
"1Cr","06","16","03AH","οὐ@b οἶδα@vixa2p γάρ@cc ὅτι@cs κολλάω@vpppnms ὁ@ddfs πόρνη@ndfsc εἷς@acnnsn σῶμα@nnnsc εἰμί@vipa3s εἰμί@vifm3p γάρ@cc φημί@vipa3s ὁ@dnmp δύο@acnmpn εἰς@pa σάρξ@nafsc εἷς@acafsn" 
"1Cr","06","20","03AH","ἀγοράζω@viap2p γάρ@cc τιμή@ngfsc δοξάζω@vdaa2p (ἄρα@x γέ@x) [] ὁ@dams θεός@namsc ἐν@pd ὁ@ddns () σῶμα@ndnsc σύ@rpg-p" 
"1Cr","07","01","03AH","()" 
"1Cr","07","02","03AH","()" 
"1Cr","07","03","03AH","()" 
"1Cr","07","07","03AH","()" 
"1Cr","07","10","03AH","()" 
"1Cr","07","11","03AH","()" 
"1Cr","07","29","03AH","ὅτι@cs ὁ@dnms καιρός@nnmsc συστέλλω@vpxpnms εἰμί@vipa3s" 
"1Cr","07","39","03AH","μόνος@b ἐν@pd κύριος@ndmsc" 
"1Cr","08","01","03AH","περί@pg δέ@cc ὁ@dgnp εἰδωλόθυτος@angnpn" 
"1Cr","08","04","03AH","οἶδα@vixa1p ὅτι@cs εἴδωλον@nnnsc οὐδείς@rinns εἰμί@vipa3s" 
"1Cr","08","05","03AH","καί@b γάρ@cc εἴπερ@cs εἰμί@vipa3p () λέγω@vpppnmp θεός@nnmpc εἴτε@cc ἐν@pd οὐρανός@ndmpc εἴτε@cc ἐπί@pg γῆ@ngfsc" 
"1Cr","08","06","03AH","ἀλλά@cc ἐγώ@rpd-p εἷς@acnmsn θεός@nnmsc ὁ@dnms πατήρ@nnmsc ἐκ@pg ὅς@rrgms ὁ@dnnp πᾶς@ainnpn" 
"1Cr","08","13","03AH","οὐ@b μή@x ἐσθίω@vsaa1s κρέας@nanpc εἰς@pa ὁ@dams αἰών@namsc (ἵνα@cs μή@x ὁ@dams ἀδελφός@namsc ἐγώ@rpg-s σκανδαλίζω@vsaa1s) []" 
"1Cr","09","07","03AH","τίς@rqnms στρατεύω@vipm3s [ἴδιος@andnpn ὀψώνιον@ndnpc ποτέ@b] τίς@rqnms φυτεύω@vipa3s ἄμπελος@nafsc τίς@rqnms ποιμαίνω@vipa3s ποίμνη@nafsc καί@cc ἐκ@pg ὁ@dgns γάλα@ngnsc αὐτός@rpgfs οὐ@b ἐσθίω@vipa3s" 
"1Cr","09","08","03AH","μή@x κατά@pa ἄνθρωπος@namsc οὗτος@rdanp λαλέω@vipa1s ἤ@cc οὐχί@b καί@b ὁ@dnms νόμος@nnmsc Μωϋσῆς@ngmsp οὗτος@rdanp λέγω@vipa3s" 
"1Cr","09","09","03AH","ἐν@pd γάρ@cc ὁ@ddms νόμος@ndmsc γράφω@vixp3s οὐ@b φιμόω@vifa2s βοῦς@namsc ἀλοάω@vppaams μή@x ὁ@dgmp βοῦς@ngmpc μέλω@vipa3s ὁ@ddms θεός@ndmsc ()" 
"1Cr","09","10","03AH","ἤ@cc διά@pa ἐγώ@rpa-p πάντως@b λέγω@vipa3s διά@pa ἐγώ@rpa-p γάρ@cc γράφω@viap3s ὅτι@cs ὀφείλω@vipa3s ἐπί@pd ἐλπίς@ndfsc ὁ@dnms ἀροτριάω@vppanms ἀροτριάω@vnpa" 
"1Cr","09","14","03AH","ἐκ@pg ὁ@dgns εὐαγγέλιον@ngnsc ζάω@vnpa"
"1Cr","09","15a","03AH","ἐγώ@rpn-s [δέ@cc οὐ@b] χράω@viam1s" 
"1Cr","09","15b","03AH","(ὁ@dans καύχημα@nansc ἐγώ@rpg-s οὐδείς@rinms κενόω@vifa3s) []" 
"1Cr","10","01","03AH","οὐ@b θέλω@vipa1s γάρ@cc σύ@rpa-p ἀγνοέω@vnpa ἀδελφός@nvmpc ὅτι@cs ὁ@dnmp πατήρ@nnmpc ἐγώ@rpg-p πᾶς@ainmpn ὑπό@pa ὁ@dafs νεφέλη@nafsc εἰμί@viia3p καί@cc πᾶς@ainmpn διά@pg ὁ@dgfs θάλασσα@ngfsc διέρχομαι@viaa3p" 
"1Cr","10","02","03AH","καί@cc πᾶς@ainmpn εἰς@pa ὁ@dams Μωϋσῆς@namsp βαπτίζω@viap3p ἐν@pd ὁ@ddfs νεφέλη@ndfsc καί@cc ἐν@pd ὁ@ddfs θάλασσα@ndfsc" 
"1Cr","10","03","03AH","καί@cc πᾶς@ainmpn ὁ@dans αὐτός@atansn βρῶμα@nansc πνευματικός@anansn ἐσθίω@viaa3p" 
"1Cr","10","04","03AH","καί@cc πᾶς@ainmpn ὁ@dans αὐτός@atansn πόμα@nansc πνευματικός@anansn πίνω@viaa3p πίνω@viia3p γάρ@cc ἐκ@pg πνευματικός@angfsn ἀκολουθέω@vppagfs πέτρα@ngfsc ὁ@dnfs δέ@cc πέτρα@nnfsc εἰμί@viia3s ὁ@dnms Χριστός@nnmsp" 
"1Cr","10","05","03AH","ἀλλά@cc οὐ@b ἐν@pd ὁ@ddmp πολύς@andmpc αὐτός@rpgmp εὐδοκέω@viaa3s [ὁ@dnms θεός@nnmsc καταστρώννυμι@viap3p γάρ@cc ἐν@pd ὁ@ddfs ἔρημος@ndfsc]" 
"1Cr","10","06","03AH","οὗτος@rdnnp δέ@cc τύπος@nnmpc ἐγώ@rpd-p γίνομαι@viap3p πρός@pa ὁ@dans μή@x εἰμί@vnpa ἐγώ@rpa-p ἐπιθυμητής@nampc κακός@angnpn καθώς@cs ἐκεῖνος@adnmpn ἐπιθυμέω@viaa3p" 
"1Cr","10","07","03AH","μηδέ@x εἰδωλολάτρης@nnmpc γίνομαι@vdpm2p καθώς@cs τὶς@rinmp αὐτός@rpgmp ὡς@cs γράφω@vixp3s καθίζω@viaa3s ὁ@dnms λαός@nnmsc ἐσθίω@vnaa καί@cc πίνω@vnaa καί@cc ἀνίστημι@viaa3p παίζω@vnpa" 
"1Cr","10","08","03AH","()"
"1Cr","10","09","03AH","μηδέ@x ἐκπειράζω@vspa1p ὁ@dams Χριστός@namsp [καθώς@cs τὶς@rinmp αὐτός@rpgmp ἐκπειράζω@viaa3p καί@cc ὑπό@pg ὁ@dgmp ὄφις@ngmpc ἀπόλλυμι@viip3p]" 
"1Cr","10","10","03AH","()"
"1Cr","10","11","03AH","οὗτος@rdnnp (ἀτύπως@b) [] συμβαίνω@viia3s ἐκεῖνος@rddmp γράφω@viap3s δέ@cc πρός@pa νουθεσία@nafsc ἐγώ@rpg-p εἰς@pa ὅς@rramp ὁ@dnnp τέλος@nnnpc ὁ@dgmp αἰών@ngmpc καταντάω@viaa3s" 
"1Cr","10","16","03AH","ὁ@dnns ποτήριον@nnnsc ὁ@dgfs εὐλογία@ngfsc () ὁ@dams ἄρτος@namsc ὅς@rrams κλάω@vipa1p () ὁ@dgns αἷμα@ngnsc καί@cc ὁ@dgns σῶμα@ngnsc ὁ@dgms κύριος@ngmsc εἰμί@vnpa κοινωνία@nafsc" 
"1Cr","10","19","03AH","τίς@rqans οὖν@cc φημί@vipa1s ὅτι@cs ἱερόθυτος@annnsn εἰμί@vipa3s τὶς@rinns ἤ@cc εἰδωλόθυτος@anansn τὶς@rinns εἰμί@vipa3s" 
"1Cr","10","20","03AH","ἀλλά@cc ὅτι@cs ὅς@rranp θύω@vipa3p δαιμόνιον@ndnpc καί@cc οὐ@b θεός@ndmsc" 
"1Cr","10","25","03AH","()" 
"1Cr","11","03","03AH","ἀνήρ@ngmsc ὁ@dnfs κεφαλή@nnfsc ὁ@dnms Χριστός@nnmsp εἰμί@vipa3s" 
"1Cr","11","05","03AH","γυνή@nnfsc προφητεύω@vppanfs () οὐ@b ἀκατακάλυπτος@andfsn κεφαλή@ndfsc" 
"1Cr","11","07","03AH","ἀνήρ@nnmsc μέν@x γάρ@cc οὐ@b ὀφείλω@vipa3s κατακαλύπτω@vnpm ὁ@dafs κεφαλή@nafsc εἰκών@nnfsc καί@cc δόξα@nnfsc θεός@ngmsc ὑπάρχω@vppanms" 
"1Cr","11","08","03AH","γυνή@nnfsc ἐκ@pg ἀνήρ@ngmsc" 
"1Cr","11","09","03AH","γυνή@nnfsc διά@pa ὁ@dams ἀνήρ@namsc" 
