"div_chapter","div_section","id","word_id","form","nlform","bgm","lemma","bgmpos","document_id"
"9","9.22",1400,"1183","ἀπὸ","ἀπὸ","ἀπό@pg","ἀπό","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1401,"1184","τῶν","τῶν","ὁ@dgmp","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1402,"1185","πρεσβυτέρων","πρεσβυτέρων","πρεσβύτερος@angmpc","πρεσβύτερος","angmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1403,"1186","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1404,"1187","γραμματέων","γραμματέων","γραμματεύς@ngmpc","γραμματεύς","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1405,"1188","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1406,"1189","ἀρχιερέων","ἀρχιερέων","ἀρχιερεύς@ngmpc","ἀρχιερεύς","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1407,"1190","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1408,"1191","σταυρωθῆναι","σταυρωθῆναι","σταυρόω@vnap","σταυρόω","vnap","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1409,"1192","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1410,"1193","μετὰ","μετὰ","μετά@pa","μετά","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1411,"1194","τρεῖς","τρεῖς","τρεῖς@acafpn","τρεῖς","acafpn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1412,"1195","ἡμέρας","ἡμέρας","ἡμέρα@nafpc","ἡμέρα","nafpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1413,"1196","ἀναστῆναι","ἀναστῆναι","ἀνίστημι@vnaa","ἀνίστημι","vnaa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.22",1414,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1415,"1197","ὃς","ὃς","ὅς@rrnms","ὅς","rrnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1416,"1198","γὰρ","γὰρ","γάρ@cc","γάρ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1417,"1199","ἐὰν","ἐὰν","ἐάν@x","ἐάν","x","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1418,"1200","θέλῃ","θέλῃ","θέλω@vspa3s","θέλω","vspa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1419,"1201","τὴν","τὴν","ὁ@dafs","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1420,"1202","ψυχὴν","ψυχὴν","ψυχή@nafsc","ψυχή","nafsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1421,"1203","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1422,"1204","σῶσαι","σῶσαι","σῴζω@vnaa","σῴζω","vnaa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1423,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1424,"1205","ἀπολέσει","ἀπολέσει","ἀπόλλυμι@vifa3s","ἀπόλλυμι","vifa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1425,"1206","αὐτήν","αὐτήν","αὐτός@rpafs","αὐτός","rpafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1426,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1427,"1207","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1428,"1208","ὅς","ὅς","ὅς@rrnms","ὅς","rrnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1429,"1209","ἀπολέσῃ","ἀπολέσῃ","ἀπόλλυμι@vsaa3s","ἀπόλλυμι","vsaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1430,"1210","αὐτὴν","αὐτὴν","αὐτός@rpafs","αὐτός","rpafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1431,"1211","ἕνεκεν","ἕνεκεν","ἕνεκα@pg","ἕνεκα","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1432,"1212","ἐμοῦ","ἐμοῦ","ἐγώ@rpg-s","ἐγώ","rpg-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1433,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1434,"1213","σώσει","σώσει","σῴζω@vifa3s","σῴζω","vifa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1435,"1214","αὐτήν","αὐτήν","αὐτός@rpafs","αὐτός","rpafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.24",1436,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1437,"1215","ὃς","ὃς","ὅς@rrnms","ὅς","rrnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1438,"1216","γὰρ","γὰρ","γάρ@cc","γάρ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1439,"1217","ἂν","ἂν","ἄν@x","ἄν","x","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1440,"1218","ἐπαισχυνθῇ","ἐπαισχυνθῇ","ἐπαισχύνομαι@vsap3s","ἐπαισχύνομαι","vsap3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1441,"1219","με","με","ἐγώ@rpa-s","ἐγώ","rpa-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1442,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1443,"1220","κα-","κα-","καί@b","καί","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1444,"1221","κἀγὼ","κἀγὼ","ἐγώ@rpnms","ἐγώ","rpnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1445,"1222","ἐπαισχυνθήσομαι","ἐπαισχυνθήσομαι","ἐπαισχύνομαι@vifp1s","ἐπαισχύνομαι","vifp1s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1446,"1223","αὐτόν","αὐτόν","αὐτός@rpams","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.26a",1447,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1448,"1224","Πετρόν","Πετρόν","Πέτρος@namsp","Πέτρος","namsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1449,"1225","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1450,"1226","Ἰωάννην","Ἰωάννην","Ἰωάννης@namsp","Ἰωάννης","namsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1451,"1227","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1452,"1228","Ἰάκωβον","Ἰάκωβον","Ἰάκωβος@namsp","Ἰάκωβος","namsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1453,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1454,"1229","ἀνέβη","ἀνέβη","ἀναβαίνω@viaa3s","ἀναβαίνω","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1455,"1230","εἰς","εἰς","εἰς@pa","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1456,"1231","τὸ","τὸ","ὁ@dans","ὁ","dans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1457,"1232","ὄρος","ὄρος","ὄρος@nansc","ὄρος","nansc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.28",1458,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1459,"1233","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1460,"1234","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1461,"1235","ἱματισμὸς","ἱματισμὸς","ἱματισμός@nnmsc","ἱματισμός","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1462,"1236","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1463,"1237","ἐξαστράπτων","ἐξαστράπτων","ἐξαστράπτω@vppanms","ἐξαστράπτω","vppanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.29",1464,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1465,"1238","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1466,"1239","ἰδοὺ","ἰδοὺ","ἰδού@i","ἰδού","i","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1467,"1240","δύο","δύο","δύο@acnmpn","δύο","acnmpn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1468,"1241","ἄνδρες","ἄνδρες","ἀνήρ@nnmpc","ἀνήρ","nnmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1469,"1242","συνέστησαν","συνέστησαν","συνίστημι@viaa3p","συνίστημι","viaa3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1470,"1243","αὐτῷ","αὐτῷ","αὐτός@rpdms","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1471,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1472,"1244","Ἠλίας","Ἠλίας","Ἠλίας@nnmsp","Ἠλίας","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1473,"1245","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1474,"1246","Μωϋσῆς","Μωϋσῆς","Μωϋσῆς@nnmsp","Μωϋσῆς","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1475,"1247","ἐν","ἐν","ἐν@pd","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1476,"1248","δόξη","δόξη","δόξα@ndfsc","δόξα","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1477,"1249","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.30",1478,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.32",1479,"1250","συνεστῶτας","συνεστῶτας","συνίστημι@vpxaamp","συνίστημι","vpxaamp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.32",1480,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1481,"1251","ἐν","ἐν","ἐν@pd","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1482,"1252","τῷ","τῷ","ὁ@ddns","ὁ","ddns","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1483,"1253","διαχωρίζεσθαι","διαχωρίζεσθαι","διαχωρίζω@vnpp","διαχωρίζω","vnpp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1484,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1485,"1254","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1486,"1255","Πέτρος","Πέτρος","Πέτρος@nnmsp","Πέτρος","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1487,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1488,"1256","καλόν","καλόν","καλός@annnsn","καλός","annnsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1489,"1257","ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1490,"1258","ὧδε","ὧδε","ὧδε@b","ὧδε","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1491,"1259","ἡμᾶς","ἡμᾶς","ἐγώ@rpa-p","ἐγώ","rpa-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1492,"1260","εἶναι","εἶναι","εἰμί@vnpa","εἰμί","vnpa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1493,"1261","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1494,"1262","ποιήσωμεν","ποιήσωμεν","ποιέω@vsaa1p","ποιέω","vsaa1p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1495,"1263","ὧδε","ὧδε","ὧδε@b","ὧδε","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1496,"1264","σκηνὰς","σκηνὰς","σκηνή@nafpc","σκηνή","nafpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1497,"1265","τρεῖς","τρεῖς","τρεῖς@acafpn","τρεῖς","acafpn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1498,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1499,"1266","μίαν","μίαν","εἷς@acafsn","εἷς","acafsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1500,"1267","σοί","σοί","σύ@rpd-s","σύ","rpd-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1501,"1268","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1502,"1269","Μωϋσεῖ","Μωϋσεῖ","Μωϋσῆς@ndmsp","Μωϋσῆς","ndmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1503,"1270","μίαν","μίαν","εἷς@acafsn","εἷς","acafsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1504,"1271","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1505,"1272","Ἠλίᾳ","Ἠλίᾳ","Ἠλίας@ndmsp","Ἠλίας","ndmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1506,"1273","μίαν","μίαν","εἷς@acafsn","εἷς","acafsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1507,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1508,"1274","μή","μή","μή@x","μή","x","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1509,"1275","εἰδὼς","εἰδὼς","οἶδα@vpxanms","οἶδα","vpxanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1510,"1276","ὃ","ὃ","ὅς@rrans","ὅς","rrans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1511,"1277","λέγει","λέγει","λέγω@vipa3s","λέγω","vipa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.33",1512,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1513,"1278","ἐγένετο","ἐγένετο","γίνομαι@viam3s","γίνομαι","viam3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1514,"1279","νεφέλη","νεφέλη","νεφέλη@nnfsc","νεφέλη","nnfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1515,"1280","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1516,"1281","ἐπεσκίαζεν","ἐπεσκίαζεν","ἐπισκιάζω@viia3s","ἐπισκιάζω","viia3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1517,"1282","αὐτούς","αὐτούς","αὐτός@rpamp","αὐτός","rpamp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.34",1518,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1519,"1283","φωνὴ","φωνὴ","φωνή@nnfsc","φωνή","nnfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1520,"1284","ἐκ","ἐκ","ἐκ@pg","ἐκ","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1521,"1285","τῆς","τῆς","ὁ@dgfs","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1522,"1286","νεφέλης","νεφέλης","νεφέλη@ngfsc","νεφέλη","ngfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1523,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1524,"1287","οὗτός","οὗτός","οὗτος@rdnms","οὗτος","rdnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1525,"1288","ἐστιν","ἐστιν","εἰμί@vipa3s","εἰμί","vipa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1526,"1289","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1527,"1290","υἱός","υἱός","υἱός@nnmsc","υἱός","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1528,"1291","μου","μου","ἐγώ@rpg-s","ἐγώ","rpg-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1529,"1292","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1530,"1293","ἀγαπητός","ἀγαπητός","ἀγαπητός@annmsn","ἀγαπητός","annmsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1531,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1532,"1294","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1533,"1295","ἀκούετε","ἀκούετε","ἀκούω@vdpa2p","ἀκούω","vdpa2p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.35",1534,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1535,"1296","ἐδεήθην","ἐδεήθην","δέομαι@viap1s","δέομαι","viap1s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1536,"1297","τῶν","τῶν","ὁ@dgmp","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1537,"1298","μαθητῶν","μαθητῶν","μαθητής@ngmpc","μαθητής","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1538,"1299","σου","σου","σύ@rpg-s","σύ","rpg-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1539,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1540,"1300","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1541,"1301","οὐκ","οὐκ","οὐ@b","οὐ","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1542,"1302","ἠδυνήθησαν","ἠδυνήθησαν","δύναμαι@viap3p","δύναμαι","viap3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1543,"1303","ἐκβαλεῖν","ἐκβαλεῖν","ἐκβάλλω@vnaa","ἐκβάλλω","vnaa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1544,"1304","αὐτό","αὐτό","αὐτός@rpans","αὐτός","rpans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.40",1545,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1546,"1305","ἀποκριθεὶς","ἀποκριθεὶς","ἀποκρίνομαι@vpapnms","ἀποκρίνομαι","vpapnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1547,"1306","δὲ","δὲ","δέ@cc","δέ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1548,"1307","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1549,"1308","Ἰησοῦς","Ἰησοῦς","Ἰησοῦς@nnmsp","Ἰησοῦς","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1550,"1309","εἶπεν","εἶπεν","λέγω@viaa3s","λέγω","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1551,"1310","πρὸς","πρὸς","πρός@pa","πρός","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1552,"1311","αὐτούς","αὐτούς","αὐτός@rpamp","αὐτός","rpamp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1553,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1554,"1312","ὦ","ὦ","ὦ@i","ὦ","i","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1555,"1313","γενεὰ","γενεὰ","γενεά@nvfsc","γενεά","nvfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1556,"1314","ἄπιστος","ἄπιστος","ἄπιστος@anvfsn","ἄπιστος","anvfsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1557,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1558,"1315","ἕως","ἕως","ἕως@b","ἕως","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1559,"1316","πότε","πότε","πότε@b","πότε","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1560,"1317","ἔσομαι","ἔσομαι","εἰμί@vifm1s","εἰμί","vifm1s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1561,"1318","πρὸς","πρὸς","πρός@pa","πρός","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1562,"1319","ὑμᾶς","ὑμᾶς","σύ@rpa-p","σύ","rpa-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1563,"-",";",";","-",";","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1564,"1320","ἕως","ἕως","ἕως@b","ἕως","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1565,"1321","πότε","πότε","πότε@b","πότε","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1566,"1322","ἀνέξομαι","ἀνέξομαι","ἀνέχω@vifm1s","ἀνέχω","vifm1s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1567,"1323","ὑμῶν","ὑμῶν","σύ@rpg-p","σύ","rpg-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.41",1568,"-",";",";","-",";","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1569,"1324","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1570,"1325","γὰρ","γὰρ","γάρ@cc","γάρ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1571,"1326","υἱὸς","υἱὸς","υἱός@nnmsc","υἱός","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1572,"1327","τοῦ","τοῦ","ὁ@dgms","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1573,"1328","ἀνθρώπου","ἀνθρώπου","ἄνθρωπος@ngmsc","ἄνθρωπος","ngmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1574,"1329","μέλλει","μέλλει","μέλλω@vipa3s","μέλλω","vipa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1575,"1330","παραδίδοσθαι","παραδίδοσθαι","παραδίδωμι@vnpp","παραδίδωμι","vnpp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1576,"1331","εἰς","εἰς","εἰς@pa","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1577,"1332","χεῖρας","χεῖρας","χείρ@nafpc","χείρ","nafpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1578,"1333","ἀνθρώπων","ἀνθρώπων","ἄνθρωπος@ngmpc","ἄνθρωπος","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.44",1579,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.54",1580,"1334","ὡς","ὡς","ὡς@cs","ὡς","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.54",1581,"1335","καὶ","καὶ","καί@b","καί","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.54",1582,"1336","Ἠλίας","Ἠλίας","Ἠλίας@nnmsp","Ἠλίας","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.54",1583,"1337","ἐποίησεν","ἐποίησεν","ποιέω@viaa3s","ποιέω","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
"9","9.54",1584,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
