"div_chapter","div_section","id","word_id","form","nlform","bgm","lemma","bgmpos","document_id"
"4","4.33",41,"36","ἐν","ἐν","ἐν@pd","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",42,"37","τῇ","τῇ","ὁ@ddfs","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",43,"38","συναγωγῇ","συναγωγῇ","συναγωγή@ndfsc","συναγωγή","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",44,"39","ἦν","ἦν","εἰμί@viia3s","εἰμί","viia3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",45,"40","ἄνθρωπος","ἄνθρωπος","ἄνθρωπος@nnmsc","ἄνθρωπος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",46,"41","ἔχων","ἔχων","ἔχω@vppanms","ἔχω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",47,"42","πνεῦμα","πνεῦμα","πνεῦμα@nansc","πνεῦμα","nansc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",48,"43","δαιμονίου","δαιμονίου","δαιμόνιον@ngnsc","δαιμόνιον","ngnsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",49,"44","ἀκαθάρτου","ἀκαθάρτου","ἀκάθαρτος@angnsn","ἀκάθαρτος","angnsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",50,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",51,"45","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",52,"46","ἀνέκραξε","ἀνέκραξε","ἀνακράζω@viaa3s","ἀνακράζω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",53,"47","φωνῇ","φωνῇ","φωνή@ndfsc","φωνή","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",54,"48","μεγάλῃ","μεγάλῃ","μέγας@andfsn","μέγας","andfsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.33",55,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",56,"49","Λέγων","λέγων","λέγω@vppanms","λέγω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",57,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",58,"50","ἔα","ἔα","ἔα@i","ἔα","i","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",59,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",60,"51","τί","τί","τίς@rqnns","τίς","rqnns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",61,"52","ἡμῖν","ἡμῖν","ἐγώ@rpd-p","ἐγώ","rpd-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",62,"53","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",63,"54","σοὶ","σοὶ","σύ@rpd-s","σύ","rpd-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",64,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",65,"55","Ἰησοῦ","Ἰησοῦ","Ἰησοῦς@nvmsp","Ἰησοῦς","nvmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",66,"-",";",";","-",";","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",67,"56","ἦλθες","ἦλθες","ἔρχομαι@viaa2s","ἔρχομαι","viaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",68,"57","ἀπολέσαι","ἀπολέσαι","ἀπόλλυμι@vnaa","ἀπόλλυμι","vnaa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",69,"58","ἡμᾶς","ἡμᾶς","ἐγώ@rpa-p","ἐγώ","rpa-p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",70,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",71,"59","οἶδά","οἶδά","οἶδα@vixa1s","οἶδα","vixa1s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",72,"60","σε","σε","σύ@rpa-s","σύ","rpa-s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",73,"61","τίς","τίς","τίς@rqnms","τίς","rqnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",74,"62","εἶ","εἶ","εἰμί@vipa2s","εἰμί","vipa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",75,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",76,"63","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",77,"64","ἅγιος","ἅγιος","ἅγιος@annmsn","ἅγιος","annmsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",78,"65","τοῦ","τοῦ","ὁ@dgms","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",79,"66","θεοῦ","θεοῦ","θεός@ngmsc","θεός","ngmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.34",80,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",81,"67","Καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",82,"68","ἐπετίμησεν","ἐπετίμησεν","ἐπιτιμάω@viaa3s","ἐπιτιμάω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",83,"69","αὐτῷ","αὐτῷ","αὐτός@rpdns","αὐτός","rpdns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",84,"70","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",85,"71","Ἰησοῦς","Ἰησοῦς","Ἰησοῦς@nnmsp","Ἰησοῦς","nnmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",86,"72","λέγων","λέγων","λέγω@vppanms","λέγω","vppanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",87,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",88,"73","φιμώθητι","φιμώθητι","φιμόω@vdap2s","φιμόω","vdap2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",89,"74","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",90,"75","ἔξελθε","ἔξελθε","ἐξέρχομαι@vdaa2s","ἐξέρχομαι","vdaa2s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",91,"76","ἐξ","ἐξ","ἐκ@pg","ἐκ","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",92,"77","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",93,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",94,"78","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",95,"79","ῥῖψαν","ῥῖψαν","ῥίπτω@vpaanns","ῥίπτω","vpaanns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",96,"80","αὐτὸν","αὐτὸν","αὐτός@rpams","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",97,"81","τὸ","τὸ","ὁ@dnns","ὁ","dnns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",98,"82","δαιμόνιον","δαιμόνιον","δαιμόνιον@nnnsc","δαιμόνιον","nnnsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",99,"83","εἰς","εἰς","εἰς@pa","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",100,"84","μέσον","μέσον","μέσος@anansn","μέσος","anansn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",101,"85","ἐξῆλθεν","ἐξῆλθεν","ἐξέρχομαι@viaa3s","ἐξέρχομαι","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",102,"86","ἀπ᾽","ἀπὸ","ἀπό@pg","ἀπό","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",103,"87","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",104,"88","μηδὲν","μηδὲν","μηδείς@rians","μηδείς","rians","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",105,"89","βλάψαν","βλάψαν","βλάπτω@vpaanns","βλάπτω","vpaanns","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",106,"90","αὐτόν","αὐτόν","αὐτός@rpams","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.35",107,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",108,"91","Καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",109,"92","ἐγένετο","ἐγένετο","γίνομαι@viam3s","γίνομαι","viam3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",110,"93","θάμβος","θάμβος","θάμβος@nnmsc","θάμβος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",111,"94","ἐπὶ","ἐπὶ","ἐπί@pa","ἐπί","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",112,"95","πάντας","πάντας","πᾶς@aiampn","πᾶς","aiampn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",113,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",114,"96","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",115,"97","συνελάλουν","συνελάλουν","συλλαλέω@viia3p","συλλαλέω","viia3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",116,"98","πρὸς","πρὸς","πρός@pa","πρός","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",117,"99","ἀλλήλους","ἀλλήλους","ἀλλήλων@reamp","ἀλλήλων","reamp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",118,"100","λέγοντες","λέγοντες","λέγω@vppanmp","λέγω","vppanmp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",119,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",120,"101","τίς","τίς","τίς@rqnms","τίς","rqnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",121,"102","ὁ","ὁ","ὁ@dnms","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",122,"103","λόγος","λόγος","λόγος@nnmsc","λόγος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",123,"104","οὗτος","οὗτος","οὗτος@rdnms","οὗτος","rdnms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",124,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",125,"105","ὅτι","ὅτι","ὅτι@cs","ὅτι","cs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",126,"106","ἐν","ἐν","ἐν@pd","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",127,"107","ἐξουσίᾳ","ἐξουσίᾳ","ἐξουσία@ndfsc","ἐξουσία","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",128,"108","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",129,"109","δυνάμει","δυνάμει","δύναμις@ndfsc","δύναμις","ndfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",130,"110","ἐπιτάσσει","ἐπιτάσσει","ἐπιτάσσω@vipa3s","ἐπιτάσσω","vipa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",131,"111","τοῖς","τοῖς","ὁ@ddnp","ὁ","ddnp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",132,"112","ἀκαθάρτοις","ἀκαθάρτοις","ἀκάθαρτος@andnpn","ἀκάθαρτος","andnpn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",133,"113","πνεύμασιν","πνεύμασιν","πνεῦμα@ndnpc","πνεῦμα","ndnpc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",134,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",135,"114","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",136,"115","ἐξέρχονται","ἐξέρχονται","ἐξέρχομαι@vipm3p","ἐξέρχομαι","vipm3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.36",137,"-",";",";","-",";","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",138,"116","Καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",139,"117","ἐξεπορεύετο","ἐξεπορεύετο","ἐκπορεύομαι@viim3s","ἐκπορεύομαι","viim3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",140,"118","ἦχος","ἦχος","ἦχος@nnmsc","ἦχος","nnmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",141,"119","περὶ","περὶ","περί@pg","περί","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",142,"120","αὐτοῦ","αὐτοῦ","αὐτός@rpgms","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",143,"121","εἰς","εἰς","εἰς@pa","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",144,"122","πάντα","πάντα","πᾶς@aiamsn","πᾶς","aiamsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",145,"123","τόπον","τόπον","τόπος@namsc","τόπος","namsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",146,"124","τῆς","τῆς","ὁ@dgfs","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",147,"125","περιχώρου","περιχώρου","περίχωρος@angfsn","περίχωρος","angfsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.37",148,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",149,"126","Ἀναστὰς","ἀναστὰς","ἀνίστημι@vpaanms","ἀνίστημι","vpaanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",150,"127","δὲ","δὲ","δέ@cc","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",151,"128","ἐκ","ἐκ","ἐκ@pg","ἐκ","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",152,"129","τῆς","τῆς","ὁ@dgfs","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",153,"130","συναγωγῆς","συναγωγῆς","συναγωγή@ngfsc","συναγωγή","ngfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",154,"131","εἰσῆλθεν","εἰσῆλθεν","εἰσέρχομαι@viaa3s","εἰσέρχομαι","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",155,"132","εἰς","εἰς","εἰς@pa","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",156,"133","τὴν","τὴν","ὁ@dafs","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",157,"134","οἰκίαν","οἰκίαν","οἰκία@nafsc","οἰκία","nafsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",158,"135","Σίμωνος","Σίμωνος","Σίμων@ngmsp","Σίμων","ngmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",159,"-","·","·","-","·","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",160,"136","πενθερὰ","πενθερὰ","πενθερά@nnfsc","πενθερά","nnfsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",161,"137","δὲ","δὲ","δέ@cc","δέ","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",162,"138","τοῦ","τοῦ","ὁ@dgms","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",163,"139","Σίμωνος","Σίμωνος","Σίμων@ngmsp","Σίμων","ngmsp","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",164,"140","ἦν","ἦν","εἰμί@viia3s","εἰμί","viia3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",165,"141","συνεχομένη","συνεχομένη","συνέχω@vpppnfs","συνέχω","vpppnfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",166,"142","πυρετῷ","πυρετῷ","πυρετός@ndmsc","πυρετός","ndmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",167,"143","μεγάλῳ","μεγάλῳ","μέγας@andmsn","μέγας","andmsn","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",168,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",169,"144","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",170,"145","ἐρώτησαν","ἐρώτησαν","ἐρωτάω@viaa3p","ἐρωτάω","viaa3p","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",171,"146","αὐτὸν","αὐτὸν","αὐτός@rpams","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",172,"147","περὶ","περὶ","περί@pg","περί","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",173,"148","αὐτῆς","αὐτῆς","αὐτός@rpgfs","αὐτός","rpgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.38",174,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",175,"149","Καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",176,"150","ἐπιστὰς","ἐπιστὰς","ἐφίστημι@vpaanms","ἐφίστημι","vpaanms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",177,"151","ἐπάνω","ἐπάνω","ἐπάνω@pg","ἐπάνω","pg","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",178,"152","αὐτῆς","αὐτῆς","αὐτός@rpgfs","αὐτός","rpgfs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",179,"153","ἐπετίμησε","ἐπετίμησε","ἐπιτιμάω@viaa3s","ἐπιτιμάω","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",180,"154","τῷ","τῷ","ὁ@ddms","ὁ","ddms","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",181,"155","πυρετῷ","πυρετῷ","πυρετός@ndmsc","πυρετός","ndmsc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",182,"-",",",",","-",",","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",183,"156","καὶ","καὶ","καί@cc","καί","cc","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",184,"157","ἀφῆκεν","ἀφῆκεν","ἀφίημι@viaa3s","ἀφίημι","viaa3s","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",185,"158","αὐτήν","αὐτήν","αὐτός@rpafs","αὐτός","rpafs","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",186,"-",".",".","-",".","-","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
"4","4.39",187,"159","παραχρῆμα","παραχρῆμα","παραχρῆμα@b","παραχρῆμα","b","urn:cts:greekLit:tlg2958.tlg00201-src-grc1"
